Abbreviated Journal Title;ISSN;{2008} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2008} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ANN SAUDI MED;0256-4947;544;0.600;0.581;0.191;89;6.8;0.00107;0.126;
ANN SCI ECOLE NORM S;0012-9593;1446;1.196;1.599;0.176;17;>10.0;0.00788;2.593;
ANN SCI;0003-3790;182;0.351;0.292;0.056;18;>10.0;0.00087;0.439;
ANN SCUOLA NORM-SCI;0391-173X;1018;0.519;;0.087;23;>10.0;0.00269;;
ANN SOC ENTOMOL FR;0037-9271;836;0.934;0.818;0.062;32;>10.0;0.00120;0.299;
ANN STAT;0090-5364;9434;2.307;3.094;0.614;101;>10.0;0.03112;2.999;
ANN SURG ONCOL;1068-9265;8085;3.898;4.507;0.976;420;4.6;0.02695;1.130;
ANN SURG;0003-4932;31649;8.460;9.776;1.064;250;8.7;0.06737;2.701;
ANN TELECOMMUN;0003-4347;238;0.333;0.293;0.057;53;6.8;0.00073;0.096;
ANN THORAC SURG;0003-4975;25835;2.689;2.592;0.699;680;7.2;0.06851;0.794;
ANN TROP MED PARASIT;0003-4983;2494;1.652;1.472;0.125;96;>10.0;0.00447;0.425;
ANN TROP PAEDIATR;0272-4936;722;0.949;1.004;0.146;41;9.0;0.00179;0.350;
ANN UROL;0003-4401;184;0.226;0.221;;;9.6;0.00022;0.040;
ANN VASC SURG;0890-5096;2667;1.262;1.751;0.180;128;6.6;0.00747;0.499;
ANN ZOOL FENN;0003-455X;1358;1.210;1.563;0.250;56;>10.0;0.00392;0.634;
ANN ZOOL;0003-4541;247;0.397;0.375;0.014;69;7.4;0.00064;0.112;
ANNU REV BIOCHEM;0066-4154;16889;30.016;34.372;3.677;31;9.7;0.06856;20.894;
ANNU REV BIOMED ENG;1523-9829;2122;10.789;13.679;1.000;15;5.6;0.00951;5.106;
ANNU REV BIOPH BIOM;1056-8700;4500;17.049;16.667;;0;8.5;0.02012;9.167;
ANNU REV CELL DEV BI;1081-0706;8063;22.731;26.058;1.167;24;7.1;0.04964;16.222;
ANNU REV CLIN PSYCHO;1548-5943;459;2.235;3.842;1.267;15;3.2;0.00398;1.573;
ANNU REV ECOL EVOL S;1543-592X;10653;10.161;17.176;0.133;30;>10.0;0.02417;8.321;
ANNU REV ENTOMOL;0066-4170;6376;11.918;11.835;3.308;26;>10.0;0.01187;4.657;
ANNU REV ENV RESOUR;1543-5938;493;4.667;6.726;0.050;20;3.8;0.00556;3.438;
ANNU REV FLUID MECH;0066-4189;5239;9.314;13.306;1.235;17;>10.0;0.01481;7.858;
ANNU REV GENET;0066-4197;5010;12.780;17.553;0.345;29;7.6;0.02613;10.337;
ANNU REV GENOM HUM G;1527-8204;1415;12.029;11.071;0.714;21;4.4;0.01117;5.995;
ANNU REV IMMUNOL;0732-0582;15519;41.059;46.200;7.625;24;7.1;0.07389;24.688;
ANNU REV INFORM SCI;0066-4200;477;2.500;2.954;0.846;13;6.5;0.00138;0.956;
ANNU REV MATER RES;1531-7331;3747;7.947;13.284;0.652;23;8.4;0.01132;5.802;
ANNU REV MED;0066-4219;4057;10.985;10.278;4.088;34;6.6;0.01344;3.837;
ANNU REV MICROBIOL;0066-4227;6508;10.902;14.456;0.792;24;8.9;0.01957;7.060;
ANNU REV NEUROSCI;0147-006X;10132;26.405;31.209;3.348;23;7.7;0.04613;18.915;
ANNU REV NUTR;0199-9885;3638;8.205;10.491;0.833;24;8.0;0.01041;4.270;
ANNU REV PATHOL-MECH;1553-4006;341;7.529;7.559;3.609;23;2.1;0.00276;3.660;
ANNU REV PHARMACOL;0362-1642;6510;21.561;20.475;6.783;23;7.5;0.02027;7.749;
ANNU REV PHYS CHEM;0066-426X;5228;14.688;14.638;3.241;29;9.2;0.01661;7.136;
ANNU REV PHYSIOL;0066-4278;7039;19.740;15.583;3.957;23;8.5;0.02529;7.920;
ANNU REV PHYTOPATHOL;0066-4286;4191;10.237;11.914;0.625;16;>10.0;0.00954;4.096;
ANNU REV PLANT BIOL;1040-2519;9487;22.192;23.016;3.833;30;9.8;0.02569;9.498;
ANNU REV PSYCHOL;0066-4308;6715;16.217;17.608;4.958;24;7.7;0.02280;8.568;
ANNU REV PUBL HEALTH;0163-7525;2491;6.045;7.491;1.680;25;7.9;0.00781;3.091;
ANTHROPOL SCI;0918-7960;220;1.000;0.926;0.190;21;5.0;0.00064;0.238;
ANTI-CANCER DRUG;0959-4973;3065;2.358;2.316;0.359;128;5.4;0.00906;0.590;
ANTI-CORROS METHOD M;0003-5599;220;0.514;0.578;0.000;35;5.6;0.00079;0.172;
ANTICANCER RES;0250-7005;11366;1.390;1.472;0.139;533;6.8;0.02755;0.366;
ANTIMICROB AGENTS CH;0066-4804;37237;4.716;4.537;1.121;694;6.4;0.10163;1.239;
ANTIOXID REDOX SIGN;1523-0864;5339;6.190;5.739;2.095;116;3.2;0.03061;1.939;
ANTIVIR RES;0166-3542;3366;3.613;3.469;1.162;136;5.5;0.01007;0.938;
ANTIVIR THER;1359-6535;2880;4.105;4.028;1.940;134;3.2;0.01730;1.369;
ANTON LEEUW INT J G;0003-6072;3142;1.673;1.885;0.310;100;9.3;0.00489;0.588;
ANZ J SURG;1445-1433;2061;1.388;1.489;0.323;192;4.1;0.00945;0.390;
APHASIOLOGY;0268-7038;1038;0.955;1.209;0.333;69;6.8;0.00162;0.228;
APMIS;0903-4641;2683;1.316;1.886;0.088;136;6.6;0.00823;0.573;
APOPTOSIS;1360-8185;3537;3.971;4.085;0.406;133;3.5;0.02025;1.394;
APPETITE;0195-6663;3156;2.341;2.916;0.312;173;7.4;0.00765;0.744;
APPL ACOUST;0003-682X;1083;0.789;0.930;0.159;132;8.1;0.00359;0.390;
APPL ALGEBR ENG COMM;0938-1279;253;0.500;0.600;0.071;28;7.9;0.00098;0.314;
APPL ANIM BEHAV SCI;0168-1591;5252;1.823;2.215;0.358;226;8.9;0.00730;0.444;
APPL ARTIF INTELL;0883-9514;484;0.795;0.854;0.238;42;7.9;0.00107;0.235;
APPL BIOCHEM BIOTECH;0273-2289;3007;1.040;1.374;0.119;218;7.8;0.00616;0.341;
APPL BIOCHEM MICRO+;0003-6838;629;0.522;0.643;0.056;108;5.7;0.00167;0.150;
APPL CATAL A-GEN;0926-860X;20380;3.190;3.580;0.389;501;5.9;0.06355;1.012;
APPL CATAL B-ENVIRON;0926-3373;12204;4.853;5.664;0.659;358;5.1;0.04344;1.521;
APPL CATEGOR STRUCT;0927-2852;144;0.420;0.393;0.079;38;6.6;0.00133;0.367;
APPL CLAY SCI;0169-1317;2684;2.005;2.492;0.217;129;6.8;0.00808;0.783;
APPL COMPOS MATER;0929-189X;320;0.712;1.258;0.100;20;6.5;0.00124;0.465;
APPL COMPUT ELECTROM;1054-4887;121;0.333;0.339;0.020;51;5.5;0.00049;0.116;
APPL COMPUT HARMON A;1063-5203;1087;2.344;2.635;0.262;42;7.1;0.00741;1.845;
APPL ENERG;0306-2619;1261;1.371;1.465;0.260;96;5.3;0.00555;0.515;
APPL ENG AGRIC;0883-8542;888;0.657;0.701;0.051;99;6.9;0.00267;0.228;
APPL ENTOMOL ZOOL;0003-6862;1237;0.699;0.865;0.165;85;9.9;0.00259;0.267;
APPL ENVIRON MICROB;0099-2240;69589;3.801;4.535;0.570;1006;8.3;0.16581;1.408;
APPL ERGON;0003-6870;1719;1.250;1.419;0.489;88;8.2;0.00334;0.405;
APPL GEOCHEM;0883-2927;4748;1.857;2.592;0.803;259;6.4;0.01406;0.845;
APPL IMMUNOHISTO M M;1062-3345;1041;1.487;1.840;0.281;89;4.8;0.00380;0.517;
APPL INTELL;0924-669X;407;0.775;0.837;0.326;43;6.8;0.00086;0.204;
APPL MAGN RESON;0937-9347;661;0.748;0.697;0.135;104;6.5;0.00247;0.259;
APPL MATH COMPUT;0096-3003;7704;0.961;1.124;0.283;1088;3.8;0.04104;0.357;
APPL MATH LETT;0893-9659;2080;0.948;1.002;0.174;230;5.6;0.01245;0.527;
APPL MATH MECH-ENGL;0253-4827;707;0.340;0.338;0.031;163;6.8;0.00195;0.097;
APPL MATH MODEL;0307-904X;1341;0.931;1.094;0.260;208;6.8;0.00450;0.406;
APPL MATH OPT;0095-4616;731;0.667;1.066;0.086;35;>10.0;0.00317;0.939;
APPL MICROBIOL BIOT;0175-7598;13809;2.569;3.004;0.421;475;6.6;0.03944;0.877;
APPL NEUROPSYCHOL;0908-4282;391;1.017;1.225;0.147;34;6.4;0.00110;0.350;
APPL NUMER MATH;0168-9274;1464;0.952;1.065;0.151;126;7.5;0.00724;0.607;
APPL NURS RES;0897-1897;576;1.086;1.443;0.171;35;7.2;0.00132;0.375;
APPL OCEAN RES;0141-1187;530;0.789;1.164;0.250;16;9.4;0.00169;0.570;
APPL OPTICS;0003-6935;31492;1.763;1.874;0.356;1027;>10.0;0.05641;0.549;
APPL ORGANOMET CHEM;0268-2605;2436;1.270;1.242;0.350;100;7.0;0.00551;0.306;
APPL PHYS A-MATER;0947-8396;9767;1.884;2.013;0.244;558;5.7;0.03835;0.702;
APPL PHYS B-LASERS O;0946-2171;7561;2.167;2.167;0.436;415;5.7;0.02992;0.775;
APPL PHYS EXPRESS;1882-0778;203;;;0.595;341;0.5;0.00000;;
APPL PHYS LETT;0003-6951;179925;3.726;4.096;0.688;5449;5.4;0.72389;1.397;
APPL PHYSIOL NUTR ME;1715-5312;401;1.591;1.603;0.151;139;1.8;0.00246;0.467;
APPL RADIAT ISOTOPES;0969-8043;3714;1.114;1.147;0.125;329;7.5;0.01070;0.392;
APPL RHEOL;1430-6395;189;1.184;;0.609;23;3.7;0.00074;;
APPL SOFT COMPUT;1568-4946;606;1.909;;0.660;156;2.2;0.00204;;
APPL SOIL ECOL;0929-1393;2563;2.247;2.609;0.298;124;6.2;0.00838;0.825;
APPL SPECTROSC REV;0570-4928;567;4.114;3.682;0.625;16;4.6;0.00212;1.123;
APPL SPECTROSC;0003-7028;6327;2.062;2.013;0.193;207;8.7;0.01379;0.587;
APPL STOCH MODEL BUS;1524-1904;197;0.351;0.557;0.222;36;6.3;0.00104;0.297;
APPL SURF SCI;0169-4332;18134;1.576;1.611;0.218;1676;4.9;0.07413;0.518;
APPL THERM ENG;1359-4311;2964;1.349;1.566;0.266;256;4.7;0.01445;0.536;
APPL VEG SCI;1402-2001;579;1.305;1.629;0.273;44;6.1;0.00191;0.515;
AQUAT BOT;0304-3770;3316;1.129;1.766;1.326;92;>10.0;0.00471;0.492;
AQUAT MICROB ECOL;0948-3055;3259;2.190;2.663;0.274;95;6.5;0.01037;0.881;
AQUAT TOXICOL;0166-445X;6058;3.517;3.867;0.429;189;5.5;0.01747;0.949;
ARCH ANDROLOGY;0148-5016;779;0.865;0.927;;0;8.7;0.00163;0.245;
ARCH ANIM NUTR;1745-039X;513;0.893;1.181;0.225;40;6.3;0.00131;0.297;
ARCH APPL MECH;0939-1533;725;0.825;0.981;0.100;70;6.6;0.00337;0.469;
ARCH BIOCHEM BIOPHYS;0003-9861;20722;2.626;2.806;0.815;329;>10.0;0.03844;0.983;
ARCH BRONCONEUMOL;0300-2896;1012;1.624;1.377;0.263;99;4.1;0.00153;0.143;
ARCH CARDIOVASC DIS;1875-2136;14;;;0.144;90;;0.00001;;
ARCH CLIN NEUROPSYCH;0887-6177;1776;2.161;2.607;0.351;57;5.1;0.00585;0.715;
ARCH COMPUT METHOD E;1134-3060;204;2.227;2.100;0.385;13;6.6;0.00070;0.792;
ARCH DERMATOL RES;0340-3696;2132;1.927;1.642;0.233;86;>10.0;0.00376;0.447;
ARCH DERMATOL;0003-987X;12138;3.402;3.651;0.926;121;>10.0;0.01959;0.980;
ARCH DIS CHILD-FETAL;1359-2998;3087;2.325;4.698;1.064;78;5.8;0.01125;1.581;
ARCH DIS CHILD;0003-9888;12149;2.834;2.615;0.843;223;9.5;0.02775;0.847;
ARCH ENVIRON CON TOX;0090-4341;4877;1.864;2.093;0.396;154;8.6;0.00936;0.592;
ARCH ENVIRON OCCUP H;1933-8244;2313;0.593;1.080;0.261;23;>10.0;0.00217;0.340;
ARCH FACIAL PLAST S;1521-2491;756;1.393;;0.234;47;5.0;0.00254;;
ARCH GEFLUGELKD;0003-9098;327;0.373;0.417;0.093;43;>10.0;0.00049;0.101;
ARCH GEN PSYCHIAT;0003-990X;33954;14.273;17.272;2.197;127;9.9;0.08922;6.707;
ARCH GERONTOL GERIAT;0167-4943;1146;1.270;1.311;0.253;75;6.0;0.00311;0.334;
ARCH GYNECOL OBSTET;0932-0067;1269;0.727;;0.169;225;5.6;0.00336;;
ARCH HIST EXACT SCI;0003-9519;155;0.400;0.373;0.105;19;>10.0;0.00052;0.313;
ARCH HISTOL CYTOL;0914-9465;975;1.194;1.511;0.000;18;9.5;0.00171;0.420;
ARCH HYDROBIOL;0003-9136;3369;1.293;1.481;;0;>10.0;0.00396;0.485;
ARCH IMMUNOL THER EX;0004-069X;709;1.432;1.494;0.267;45;5.5;0.00246;0.450;
ARCH INSECT BIOCHEM;0739-4462;1445;1.274;1.725;0.232;56;8.6;0.00316;0.510;
ARCH INTERN MED;0003-9926;35176;9.110;9.665;2.279;262;7.4;0.11379;3.572;
ARCH ITAL BIOL;0003-9829;513;0.917;1.073;0.000;9;>10.0;0.00103;0.375;
ARCH LATINOAM NUTR;0004-0622;457;0.316;0.524;0.047;43;8.5;0.00050;0.082;
ARCH LEBENSMITTELHYG;0003-925X;200;0.333;0.364;0.000;34;>10.0;0.00034;0.094;
ARCH MAL COEUR VAISS;0003-9683;870;0.265;0.305;;0;8.9;0.00150;0.067;
ARCH MATH LOGIC;1432-0665;291;0.552;0.556;0.019;53;6.6;0.00239;0.448;
ARCH MATH;0003-889X;1485;0.500;0.524;0.044;137;>10.0;0.00843;0.547;
ARCH MECH;0373-2029;395;0.519;0.548;0.000;25;>10.0;0.00069;0.245;
ARCH MED RES;0188-4409;1884;1.703;1.914;0.482;114;4.8;0.00653;0.525;
ARCH MED VET;0301-732X;153;0.329;0.399;0.000;39;6.8;0.00021;0.065;
ARCH METALL MATER;1733-3490;119;0.230;0.222;0.022;138;3.9;0.00064;0.079;
ARCH MICROBIOL;0302-8933;5900;1.975;2.125;0.500;128;>10.0;0.00917;0.761;
ARCH NEUROL-CHICAGO;0003-9942;19362;5.874;6.020;1.133;211;8.6;0.04879;1.982;
ARCH OPHTHALMOL-CHIC;0003-9950;16969;3.242;3.541;0.606;198;>10.0;0.03389;1.236;
ARCH ORAL BIOL;0003-9969;4350;1.379;1.642;0.604;164;>10.0;0.00652;0.437;
ARCH ORTHOP TRAUM SU;0936-8051;2509;0.965;1.295;0.177;237;8.2;0.00565;0.374;
ARCH OTOLARYNGOL;0886-4470;7857;1.829;2.026;0.220;186;>10.0;0.01460;0.695;
ARCH PATHOL LAB MED;0003-9985;8029;2.527;2.181;0.332;223;9.0;0.01525;0.581;
ARCH PEDIAT ADOL MED;1072-4710;7281;4.320;4.620;0.956;137;6.3;0.02804;1.759;
ARCH PEDIATRIE;0929-693X;1312;0.356;0.400;0.083;385;5.9;0.00239;0.068;
ARCH PHARM RES;0253-6269;2059;1.074;1.236;0.108;240;4.7;0.00634;0.275;
ARCH PHARM;0365-6233;1721;1.429;1.518;0.205;83;9.7;0.00277;0.342;
ARCH PHYS MED REHAB;0003-9993;13596;2.159;2.774;0.473;351;8.4;0.02573;0.723;
ARCH PSYCHIAT NURS;0883-9417;508;0.732;1.083;0.100;40;8.0;0.00080;0.230;
ARCH RATION MECH AN;0003-9527;4604;2.371;2.417;0.569;58;>10.0;0.01379;2.295;
ARCH SURG-CHICAGO;0004-0010;14091;4.259;4.556;0.673;147;>10.0;0.02488;1.319;
ARCH TIERZUCHT;0003-9438;493;0.679;0.812;0.037;81;6.0;0.00064;0.096;
ARCH TOXICOL;0340-5761;3504;2.626;2.310;0.756;90;9.0;0.00498;0.471;
ARCH VIROL;0304-8608;6312;2.020;2.003;0.402;296;8.2;0.01260;0.541;
ARCH WOMEN MENT HLTH;1434-1816;552;2.208;;0.071;42;4.2;0.00299;;
ARCHAEOL PROSPECT;1075-2196;235;1.304;;0.312;16;5.6;0.00083;;
ARCHAEOMETRY;0003-813X;1494;1.479;1.865;0.375;56;9.4;0.00225;0.441;
ARQ NEURO-PSIQUIAT;0004-282X;1383;0.388;0.583;0.065;200;6.1;0.00276;0.110;
ARTERIOSCL THROM VAS;1079-5642;28132;6.858;7.582;1.615;322;5.9;0.11529;2.859;
ARTH RHEUM/AR C RES;0004-3591;44251;6.787;7.423;1.016;640;6.2;0.12799;2.062;
ARTHRITIS RES THER;1478-6362;4709;4.485;4.645;0.582;177;3.4;0.02521;1.430;
ARTHROSCOPY;0749-8063;7195;2.503;2.732;0.957;210;5.8;0.01961;0.690;
ARTIF INTELL MED;0933-3657;1025;1.960;2.222;0.145;55;5.6;0.00297;0.540;
ARTIF ORGANS;0160-564X;2528;2.131;1.828;0.219;137;6.1;0.00576;0.392;
ARZNEIMITTEL-FORSCH;0004-4172;2987;0.713;0.793;0.139;101;>10.0;0.00212;0.162;
ASAIO J;1058-2916;1931;1.631;1.504;0.442;113;6.0;0.00359;0.265;
ASIA PAC J CLIN NUTR;0964-7058;966;0.817;1.241;0.090;199;5.0;0.00311;0.300;
ASIAN J ANDROL;1008-682X;969;2.059;1.960;0.483;116;3.1;0.00313;0.374;
ASIAN J SURG;1015-9584;295;0.675;;0.000;45;3.8;0.00142;;
ASIAN PAC J ALLERGY;0125-877X;249;0.569;0.632;0.136;22;6.8;0.00056;0.149;
ATHEROSCLEROSIS SUPP;1567-5688;798;6.559;7.260;1.462;13;4.9;0.00370;2.168;
ATHEROSCLEROSIS;0021-9150;13955;4.601;4.237;0.990;483;6.0;0.04548;1.341;
AUTOIMMUN REV;1568-9972;2114;5.371;4.540;0.771;118;2.8;0.01002;1.100;
AUTOIMMUNITY;0891-6934;1606;2.525;2.445;0.627;83;4.8;0.00616;0.731;
AUTOPHAGY;1554-8627;1852;5.479;6.421;1.553;190;1.7;0.01349;2.514;
B CANCER;0007-4551;1282;1.094;1.044;0.347;150;4.6;0.00207;0.131;
BASIC CLIN PHARMACOL;1742-7835;1295;2.073;2.118;0.564;163;2.9;0.00629;0.547;
BASIC RES CARDIOL;0300-8428;2266;5.407;4.443;0.912;57;5.6;0.00672;1.189;
BBA-BIOENERGETICS;0005-2728;6233;4.447;4.176;0.815;184;6.3;0.02422;1.590;
BBA-BIOMEMBRANES;0005-2736;9117;4.180;4.305;0.942;274;5.6;0.03696;1.534;
BBA-MOL BASIS DIS;0925-4439;3884;4.579;3.827;0.473;93;4.9;0.01646;1.310;
BBA-MOL CELL BIOL L;1388-1981;4371;4.564;3.600;0.471;85;5.7;0.01981;1.460;
BBA-MOL CELL RES;0167-4889;6098;4.893;5.393;0.646;229;4.4;0.03649;2.334;
BBA-REV CANCER;0304-419X;2100;10.283;10.270;1.074;27;5.0;0.00985;3.864;
BEHAV BRAIN RES;0166-4328;12507;3.171;3.214;0.658;404;6.7;0.03243;0.897;
BEHAV BRAIN SCI;0140-525X;5274;12.818;19.355;2.667;12;9.5;0.01173;8.536;
BEHAV ECOL SOCIOBIOL;0340-5443;8433;2.917;3.173;0.652;204;9.5;0.02142;1.178;
BEHAV ECOL;1045-2249;5595;3.224;3.726;0.498;207;6.3;0.02101;1.365;
BEHAV GENET;0001-8244;3088;3.289;3.411;0.808;52;8.4;0.00992;1.403;
BEHAV INFORM TECHNOL;0144-929X;606;0.915;1.249;0.067;45;7.7;0.00182;0.444;
BEHAV MED;0896-4289;556;0.808;1.730;0.000;14;9.1;0.00086;0.526;
BEHAV NEUROL;0953-4180;429;1.308;1.588;0.107;28;8.4;0.00096;0.446;
BEHAV NEUROSCI;0735-7044;7322;2.596;3.108;0.407;140;9.4;0.01707;1.042;
BEHAV PHARMACOL;0955-8810;2301;2.568;2.718;0.205;83;7.0;0.00565;0.711;
BEHAV PROCESS;0376-6357;1780;1.441;1.610;0.290;138;7.1;0.00606;0.585;
BEHAVIOUR;0005-7959;3999;1.556;1.944;0.402;87;>10.0;0.00640;0.704;
BEST PRACT RES CL EN;1521-690X;1450;5.225;5.235;0.129;70;3.8;0.00595;1.317;
BEST PRACT RES CL GA;1521-6918;1628;3.128;3.448;0.310;58;4.4;0.00599;0.765;
BEST PRACT RES CL HA;1521-6926;972;2.757;;0.073;55;3.9;0.00462;;
BEST PRACT RES CL OB;1521-6934;1067;1.360;2.260;0.225;71;4.5;0.00355;0.473;
BEST PRACT RES CL RH;1521-6942;1329;3.066;3.003;0.114;70;4.4;0.00463;0.660;
BIOCHEM BIOPH RES CO;0006-291X;73701;2.648;2.823;0.462;2095;6.8;0.24311;0.962;
BIOCHEM CELL BIOL;0829-8211;2472;2.473;2.944;0.321;53;6.5;0.01042;1.246;
BIOCHEM ENG J;1369-703X;2880;1.889;2.390;0.338;284;4.2;0.01049;0.544;
BIOCHEM GENET;0006-2928;771;0.750;0.908;0.091;77;>10.0;0.00157;0.284;
BIOCHEM J;0264-6021;49310;4.371;4.251;1.290;462;>10.0;0.12466;1.741;
BIOCHEM MOL BIOL EDU;1470-8175;234;0.635;0.580;0.051;59;4.1;0.00091;0.126;
BIOCHEM PHARMACOL;0006-2952;23012;4.838;4.010;0.945;362;8.7;0.05107;1.135;
BIOCHEM SOC SYMP;0067-8694;791;3.381;3.608;;;7.1;0.00365;1.612;
BIOCHEM SOC T;0300-5127;9163;2.979;3.298;0.555;292;5.0;0.05306;1.401;
BIOCHEM SYST ECOL;0305-1978;2421;1.136;1.190;0.178;152;7.7;0.00488;0.291;
BIOCHEMISTRY-MOSCOW+;0006-2979;2513;1.038;1.283;0.246;175;6.3;0.00704;0.355;
BIOCHEMISTRY;0006-2960;94645;3.379;3.402;0.649;1437;9.7;0.25115;1.394;
BIOCHIMIE;0300-9084;5384;3.071;3.168;1.140;172;6.3;0.01948;1.187;
BIOCONJUGATE CHEM;1043-1802;9141;4.584;4.802;0.669;323;5.1;0.03203;1.382;
BIODRUGS;1173-8804;758;2.253;2.299;0.816;38;4.4;0.00287;0.635;
BIOESSAYS;0265-9247;8462;5.316;5.509;0.813;134;6.4;0.04012;2.603;
BIOINFORMATICS;1367-4803;30344;4.328;6.481;0.566;643;4.8;0.18204;2.593;
BIOL AGRIC HORTIC;0144-8765;366;0.320;0.630;0.074;27;>10.0;0.00049;0.184;
BIOL BLOOD MARROW TR;1083-8791;3252;3.375;3.555;0.891;165;3.4;0.01391;0.964;
BIOL BULL+;1062-3590;81;0.082;0.112;0.000;96;;0.00033;0.032;
BIOL BULL-US;0006-3185;4240;1.949;1.924;0.450;60;>10.0;0.00527;0.722;
BIOL CELL;0248-4900;2342;3.438;3.740;1.393;56;5.0;0.01255;1.655;
BIOL CHEM;1431-6730;5419;3.035;2.945;0.779;163;6.3;0.01927;1.077;
BIOL CONSERV;0006-3207;11956;3.566;3.819;0.403;283;5.9;0.04385;1.258;
BIOL CONTROL;1049-9644;3058;1.805;1.996;0.325;206;5.0;0.00980;0.532;
BIOL CYBERN;0340-1200;4259;1.935;1.987;0.506;77;>10.0;0.00635;0.729;
BIOL DIRECT;1745-6150;306;3.724;3.724;0.469;49;2.1;0.00348;2.064;
BIOL ENVIRON;0791-7945;5;0.041;;0.000;10;;0.00002;;
BIOL FERT SOILS;0178-2762;4609;1.446;1.885;0.216;102;9.5;0.00707;0.613;
BIOL INVASIONS;1387-3547;1827;2.788;;0.397;131;4.0;0.00918;;
BIOL J LINN SOC;0024-4066;5768;2.019;2.996;0.412;199;7.8;0.01887;1.156;
BIOL LETTERS;1744-9561;1711;3.000;3.278;0.562;192;2.4;0.01582;1.459;
BIOL MEMBRANY;0233-4755;162;0.262;0.258;0.057;53;7.1;0.00021;0.035;
BIOL NEONATE;0006-3126;1886;1.741;1.744;;0;8.9;0.00386;0.491;
BIOL PHARM BULL;0918-6158;7236;1.765;1.903;0.226;438;4.9;0.02324;0.468;
BIOL PHILOS;0169-3867;409;1.063;1.269;0.222;36;6.0;0.00152;0.440;
BIOL PLANTARUM;0006-3134;1770;1.426;1.247;0.120;142;5.7;0.00321;0.195;
BIOL PROCED ONLINE;1480-9222;137;2.273;;0.000;11;4.2;0.00095;;
BIOL PSYCHIAT;0006-3223;29333;8.672;9.015;1.943;297;5.8;0.11400;3.188;
BIOL PSYCHOL;0301-0511;3073;3.686;3.989;0.603;116;6.0;0.01121;1.366;
BIOL REPROD;0006-3363;21365;3.469;3.778;0.672;265;8.2;0.04383;1.067;
BIOL RES NURS;1099-8004;274;1.386;;0.143;28;4.3;0.00127;;
BIOL RES;0716-9760;602;1.140;1.254;0.059;34;5.4;0.00217;0.376;
BIOL REV;1464-7931;4056;8.755;9.343;0.379;29;>10.0;0.01203;4.048;
BIOL RHYTHM RES;0929-1016;262;0.627;0.585;0.350;40;6.1;0.00068;0.158;
BIOL SPORT;0860-021X;80;0.113;0.135;0.000;23;;0.00008;0.023;
BIOL TRACE ELEM RES;0163-4984;2298;1.013;1.083;0.165;188;8.2;0.00363;0.220;
BIOLOGIA;0006-3088;657;0.406;0.384;0.131;176;5.8;0.00167;0.091;
BIOLOGICALS;1045-1056;556;1.108;1.232;0.216;51;6.6;0.00152;0.346;
BIOMACROMOLECULES;1525-7797;11794;4.146;4.658;0.664;450;3.6;0.06279;1.396;
BIOMARK MED;1752-0363;35;0.725;0.725;0.128;39;;0.00018;0.204;
BIOMARKERS;1354-750X;804;1.728;2.251;0.420;50;5.1;0.00287;0.613;
BIOMASS BIOENERG;0961-9534;3885;2.540;3.588;0.370;146;6.0;0.01155;0.998;
BIOMATERIALS;0142-9612;39782;6.646;7.325;1.074;511;5.0;0.13241;1.861;
BIOMECH MODEL MECHAN;1617-7959;466;3.129;;0.350;40;3.3;0.00320;;
BIOMED CHROMATOGR;0269-3879;1781;1.592;1.622;0.292;185;4.4;0.00584;0.400;
BIOMED ENG ONLINE;1475-925X;424;1.800;;0.346;26;3.6;0.00230;;
BIOMED ENVIRON SCI;0895-3988;702;0.675;0.943;0.025;80;6.5;0.00163;0.219;
BIOMED MATER;1748-6041;169;1.233;1.242;0.144;90;2.0;0.00082;0.309;
BIOMED MICRODEVICES;1387-2176;1208;2.924;3.368;0.558;95;3.8;0.00537;0.939;
BIOMED PHARMACOTHER;0753-3322;2228;2.198;2.252;0.443;106;5.1;0.00739;0.588;
BIOMED RES-TOKYO;0388-6107;369;1.083;0.712;0.109;46;9.3;0.00079;0.180;
BIOMED TECH;0013-5585;406;0.592;0.681;0.395;43;5.5;0.00122;0.185;
BIOMETALS;0966-0844;1843;2.801;2.645;0.567;67;5.3;0.00748;0.900;
BIOMETRICAL J;0323-3847;845;1.114;1.055;0.122;74;6.7;0.00414;0.540;
BIOMETRICS;0006-341X;12772;1.970;2.352;0.324;136;>10.0;0.02158;1.565;
BIOMETRIKA;0006-3444;11218;1.405;1.887;0.307;75;>10.0;0.01510;1.788;
BIOMICROFLUIDICS;1932-1058;57;2.318;2.318;0.375;16;;0.00032;0.650;
BIOMOL ENG;1389-0344;921;2.496;2.575;;0;5.1;0.00348;0.718;
BIOMOL NMR ASSIGM;1874-2718;1;0.015;0.015;0.000;57;;0.00000;0.000;
BIOMOL THER;1976-9148;6;;;0.092;65;;0.00000;;
BIOPHYS J;0006-3495;47035;4.683;5.036;1.090;1042;6.6;0.18779;2.090;
BIOPOLYMERS;0006-3525;10033;2.823;2.631;0.534;193;>10.0;0.02007;0.891;
BIOSCIENCE;0006-3568;7971;4.058;6.271;0.635;85;8.5;0.02378;2.793;
BIOSENS BIOELECTRON;0956-5663;12112;5.143;5.330;0.716;341;4.0;0.04866;1.375;
BIOTECHNIQUES;0736-6205;7432;2.587;2.499;0.426;136;7.9;0.02108;0.977;
