Abbreviated Journal Title;ISSN;{2010} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2010} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
AGR FOREST ENTOMOL;1461-9555;716;1.484;1.817;0.319;47;5.8;0.00219;0.570;
AGR HIST;0002-1482;177;0.258;0.244;0.062;16;>10.0;0.00009;0.059;
AGR HUM VALUES;0889-048X;616;1.054;1.466;0.139;36;7.0;0.00157;0.453;
AGR WATER MANAGE;0378-3774;4038;1.782;2.391;0.616;279;5.5;0.01034;0.628;
AGRIBUSINESS;0742-4477;277;0.406;;0.000;27;9.1;0.00047;;
AGRO FOOD IND HI TEC;1722-6996;173;0.238;0.166;0.121;91;4.1;0.00040;0.036;
AGROCHIMICA;0002-1857;182;0.279;0.258;0.000;25;>10.0;0.00022;0.074;
AI COMMUN;0921-7126;294;0.837;0.824;0.095;21;8.7;0.00067;0.289;
AI EDAM;0890-0604;299;0.640;1.035;0.100;30;7.3;0.00088;0.399;
AI MAG;0738-4602;709;0.525;0.866;0.087;23;>10.0;0.00081;0.293;
AICHE J;0001-1541;15431;2.030;2.215;0.475;276;>10.0;0.02088;0.706;
AIDS PATIENT CARE ST;1087-2914;1782;2.333;2.481;0.326;89;4.2;0.00773;0.799;
AIDS RES HUM RETROV;0889-2229;4797;2.082;2.046;0.300;170;7.7;0.01201;0.694;
AIDS REV;1139-6121;661;4.786;4.143;0.200;20;4.2;0.00285;1.394;
AIDS;0269-9370;21706;6.348;5.833;1.327;395;6.0;0.07933;2.318;
AJAR-AFR J AIDS RES;1608-5906;127;0.425;;0.095;21;4.6;0.00057;;
AKTUEL NEUROL;0302-4350;141;0.327;0.208;0.102;59;4.3;0.00022;0.027;
AKTUEL RHEUMATOL;0341-051X;74;0.243;0.140;0.000;35;;0.00004;0.009;
AKTUEL UROL;0001-7868;92;0.303;0.225;0.109;46;;0.00018;0.043;
ALCHERINGA;0311-5518;566;1.578;1.248;0.486;35;>10.0;0.00078;0.367;
ALCOHOL ALCOHOLISM;0735-0414;3255;2.599;2.691;0.488;80;7.5;0.00731;0.783;
ALCOHOL CLIN EXP RES;0145-6008;11714;3.468;3.557;0.460;239;7.8;0.02307;0.965;
ALCOHOL;0741-8329;2288;2.423;2.320;0.319;72;8.3;0.00386;0.621;
ALDRICHIM ACTA;0002-5100;969;11.786;14.000;0.600;5;5.7;0.00339;4.839;
ALGEBR COLLOQ;1005-3867;226;0.305;0.328;0.035;86;6.2;0.00172;0.270;
ALGEBR GEOM TOPOL;1472-2739;453;0.667;0.707;0.185;65;4.7;0.00686;0.859;
ALGEBR LOG+;0002-5232;460;0.455;;0.094;32;>10.0;0.00172;;
ALGEBR NUMBER THEORY;1937-0652;76;0.757;0.835;0.000;38;;0.00234;1.320;
ALGEBR REPRESENT TH;1386-923X;187;0.532;0.589;0.070;43;5.6;0.00237;0.724;
ALGEBR UNIV;0002-5240;459;0.479;0.433;0.077;39;>10.0;0.00226;0.372;
ALGORITHM MOL BIOL;1748-7188;175;2.800;2.418;0.282;39;2.9;0.00148;1.132;
ALGORITHMICA;0178-4617;1835;1.239;1.227;0.153;118;>10.0;0.00503;0.724;
ALIMENT PHARM THER;0269-2813;11781;3.861;3.657;1.151;272;5.6;0.03368;1.045;
ALLERGOL IMMUNOPATH;0301-0546;504;0.779;;0.213;47;7.0;0.00094;;
ALLERGOLOGIE;0344-5062;187;0.143;0.173;0.403;67;8.0;0.00011;0.020;
ALLERGY ASTHMA PROC;1088-5412;1062;1.735;1.371;0.307;75;3.8;0.00318;0.319;
ALLERGY;0105-4538;10652;6.297;5.567;1.081;185;5.5;0.02649;1.353;
ALTERN MED REV;1089-5159;1047;3.571;4.190;0.238;21;8.0;0.00140;0.907;
ALTERN THER HEALTH M;1078-6791;776;1.215;1.754;0.600;20;6.7;0.00149;0.436;
ALTEX-ALTERN ANIM EX;1868-596X;452;4.429;2.261;0.700;20;3.0;0.00068;0.229;
ALZ DIS ASSOC DIS;0893-0341;2120;2.583;3.168;0.387;62;6.7;0.00592;1.041;
ALZHEIMERS DEMENT;1552-5260;1317;5.902;;1.877;57;2.5;0.00722;;
AM BEE J;0002-7626;649;0.179;0.177;0.007;136;>10.0;0.00049;0.044;
AM CERAM SOC BULL;0002-7812;1458;0.177;0.272;0.083;24;>10.0;0.00060;0.095;
AM FAM PHYSICIAN;0002-838X;3914;1.547;2.007;0.421;107;7.4;0.00764;0.533;
AM FERN J;0002-8444;401;0.518;0.632;0.000;17;>10.0;0.00041;0.200;
AM HEART J;0002-8703;19976;5.052;4.517;0.656;320;7.1;0.05890;1.631;
AM J ALZHEIMERS DIS;1533-3175;773;1.774;;0.139;72;5.1;0.00207;;
AM J BIOETHICS;1526-5161;1371;3.986;4.041;11.103;39;2.8;0.00466;1.417;
AM J BOT;0002-9122;13713;3.052;3.452;0.376;237;>10.0;0.02060;1.140;
AM J CARDIOL;0002-9149;36401;3.680;3.767;0.561;604;8.0;0.08401;1.192;
AM J CARDIOVASC DRUG;1175-3277;581;2.026;;0.419;43;4.4;0.00203;;
AM J CHINESE MED;0192-415X;1334;1.383;1.346;0.135;96;6.1;0.00242;0.261;
AM J CLIN DERMATOL;1175-0561;1347;1.963;2.269;0.176;68;6.8;0.00272;0.561;
AM J CLIN NUTR;0002-9165;44232;6.606;7.501;1.470;389;8.0;0.09383;2.271;
AM J CLIN ONCOL-CANC;0277-3732;2905;1.768;1.885;0.304;112;8.0;0.00660;0.599;
AM J CLIN PATHOL;0002-9173;9436;2.504;2.669;0.545;211;10.0;0.01697;0.850;
AM J CRIT CARE;1062-3264;1419;1.593;2.167;0.197;66;6.8;0.00333;0.620;
AM J DENT;0894-8275;1828;1.145;1.417;0.296;81;8.3;0.00328;0.428;
AM J DERMATOPATH;0193-1091;2576;1.263;1.370;0.145;145;9.8;0.00361;0.339;
AM J EMERG MED;0735-6757;3879;1.994;1.794;0.395;162;7.9;0.01034;0.618;
AM J ENOL VITICULT;0002-9254;4459;1.667;2.568;0.313;67;>10.0;0.00349;0.582;
AM J EPIDEMIOL;0002-9262;30963;5.745;6.105;1.090;277;9.8;0.06856;2.441;
AM J FOREN MED PATH;0195-7910;1300;0.646;0.885;0.244;86;9.5;0.00213;0.268;
AM J GASTROENTEROL;0002-9270;26386;6.882;6.531;1.896;269;7.0;0.06821;2.088;
AM J GERIAT PSYCHIAT;1064-7481;3642;3.566;4.025;1.202;114;4.8;0.01295;1.165;
AM J GERIATR CARDIOL;1076-7460;251;0.857;0.829;;0;6.5;0.00057;0.228;
AM J GERIATR PHARMAC;1543-5946;581;2.379;;0.513;39;4.3;0.00248;;
AM J HEALTH-SYST PH;1079-2082;3491;2.219;1.967;0.577;137;5.1;0.01072;0.556;
AM J HEMATOL;0361-8609;5063;3.576;2.676;1.000;107;6.8;0.01288;0.808;
AM J HOSP PALLIAT ME;1049-9091;623;0.969;;0.113;71;5.3;0.00181;;
AM J HUM BIOL;1042-0533;2014;2.021;2.347;0.365;104;5.7;0.00621;0.742;
AM J HUM GENET;0002-9297;35810;11.680;12.265;2.211;190;8.0;0.12079;6.226;
AM J HYPERTENS;0895-7061;7608;3.129;2.972;1.033;180;6.9;0.01738;0.877;
AM J IND MED;0271-3586;4520;1.750;2.147;0.425;120;>10.0;0.00715;0.683;
AM J INFECT CONTROL;0196-6553;4050;3.036;3.077;0.497;163;6.2;0.01326;1.109;
AM J KIDNEY DIS;0272-6386;17542;5.242;4.786;1.251;231;7.7;0.03881;1.561;
AM J MANAG CARE;1088-0224;2474;3.033;2.836;0.497;157;5.2;0.01165;1.184;
AM J MATH;0002-9327;3612;1.170;1.336;0.173;52;>10.0;0.01017;2.167;
AM J MED GENET A;1552-4825;6659;2.505;2.539;0.351;388;4.4;0.03153;0.852;
AM J MED GENET B;1552-4841;4525;4.156;4.219;0.811;175;3.9;0.02103;1.331;
AM J MED GENET C;1552-4868;1082;3.812;4.491;2.039;51;4.2;0.00530;1.690;
AM J MED QUAL;1062-8606;614;1.707;1.825;0.293;58;4.7;0.00344;0.838;
AM J MED SCI;0002-9629;3680;1.257;1.334;0.184;207;>10.0;0.00661;0.414;
AM J MED;0002-9343;22538;5.115;5.114;0.978;183;>10.0;0.03988;1.828;
AM J NEPHROL;0250-8095;2697;2.658;2.813;0.496;133;5.3;0.00833;0.850;
AM J NEURORADIOL;0195-6108;16308;3.464;3.413;0.503;344;7.3;0.04116;1.074;
AM J NURS;0002-936X;1059;1.007;1.171;0.300;50;7.0;0.00239;0.328;
AM J OBSTET GYNECOL;0002-9378;31640;3.313;3.460;0.663;445;9.9;0.05700;1.106;
AM J OPHTHALMOL;0002-9394;18101;4.293;3.465;0.636;231;8.5;0.04221;1.190;
AM J ORTHOD DENTOFAC;0889-5406;8455;1.354;1.924;0.126;262;>10.0;0.01111;0.513;
AM J ORTHOPSYCHIAT;0002-9432;2864;1.872;2.498;0.274;62;>10.0;0.00492;0.886;
AM J OTOLARYNG;0196-0709;1636;1.136;1.174;0.159;107;8.8;0.00352;0.388;
AM J PATHOL;0002-9440;37110;5.224;5.971;0.979;575;8.7;0.07902;2.187;
AM J PERINAT;0735-1631;1460;1.118;1.090;0.254;130;8.6;0.00308;0.323;
AM J PHARM EDUC;0002-9459;1129;1.265;1.280;0.245;147;4.6;0.00146;0.145;
AM J PHYS ANTHROPOL;0002-9483;8606;2.693;3.013;0.583;187;>10.0;0.01394;0.901;
AM J PHYS MED REHAB;0894-9115;3522;1.762;2.061;0.226;124;8.0;0.00708;0.586;
AM J PHYS;0002-9505;5429;0.791;0.910;0.171;193;>10.0;0.00545;0.345;
AM J PHYSIOL-CELL PH;0363-6143;16867;3.817;4.068;0.687;329;7.0;0.04659;1.439;
AM J PHYSIOL-ENDOC M;0193-1849;17828;4.686;4.488;0.840;256;7.0;0.05078;1.539;
AM J PHYSIOL-GASTR L;0193-1857;13268;3.522;3.609;0.602;259;7.0;0.03406;1.147;
AM J PHYSIOL-HEART C;0363-6135;29457;3.880;3.856;0.651;490;6.9;0.07737;1.226;
AM J PHYSIOL-LUNG C;1040-0605;12579;4.137;4.244;0.521;188;6.5;0.03639;1.410;
AM J PHYSIOL-REG I;0363-6119;19181;3.284;3.395;0.616;378;7.6;0.04656;1.072;
AM J PHYSIOL-RENAL;1931-857X;14456;3.792;3.835;0.709;330;6.4;0.04225;1.250;
AM J PREV MED;0749-3797;10691;4.110;4.987;1.471;240;5.8;0.03658;1.808;
AM J PRIMATOL;0275-2565;3027;1.980;2.075;0.505;103;8.7;0.00682;0.627;
AM J PSYCHIAT;0002-953X;42133;12.759;11.865;2.571;119;9.2;0.07874;4.067;
AM J PUBLIC HEALTH;0090-0036;24154;3.850;4.792;0.770;330;9.2;0.05185;1.867;
AM J REPROD IMMUNOL;1046-7408;2729;2.451;2.319;0.750;108;7.2;0.00456;0.512;
AM J RESP CELL MOL;1044-1549;9934;4.426;4.482;1.200;165;7.5;0.02614;1.637;
AM J RESP CRIT CARE;1073-449X;44997;10.191;10.019;2.081;310;8.2;0.10719;3.483;
AM J RHINOL ALLERGY;1945-8924;1842;1.881;1.801;0.286;91;4.7;0.00581;0.471;
AM J ROENTGENOL;0361-803X;25845;2.797;2.979;0.515;575;9.0;0.05123;0.911;
AM J SCI;0002-9599;5387;3.045;3.479;0.282;39;>10.0;0.00603;1.854;
AM J SPORT MED;0363-5465;15492;3.821;4.801;0.569;281;8.0;0.03764;1.605;
AM J SURG PATHOL;0147-5185;15570;4.106;4.589;0.732;228;8.7;0.02933;1.354;
AM J SURG;0002-9610;14885;2.680;2.773;0.343;277;>10.0;0.02705;0.900;
AM J THER;1075-2765;1167;1.604;;0.217;106;5.5;0.00339;;
AM J TRANSPLANT;1600-6135;14038;6.048;5.981;1.469;303;4.2;0.06388;1.910;
AM J TROP MED HYG;0002-9637;16905;2.446;2.884;0.502;430;9.1;0.03440;0.910;
AM J VET RES;0002-9645;9645;1.413;1.608;0.215;195;>10.0;0.00904;0.392;
AM LAB;0044-7749;297;0.227;0.214;0.036;55;9.2;0.00065;0.072;
AM MALACOL BULL;0740-2783;334;0.948;0.805;0.294;17;>10.0;0.00065;0.285;
AM MIDL NAT;0003-0031;3220;0.526;0.768;0.211;71;>10.0;0.00214;0.274;
AM MINERAL;0003-004X;12089;2.026;2.134;0.571;217;>10.0;0.01893;0.898;
AM MUS NOVIT;0003-0082;2099;1.151;1.367;0.387;31;>10.0;0.00253;0.628;
AM NAT;0003-0147;24538;4.736;5.385;1.006;171;>10.0;0.04632;2.585;
AM SCI;0003-0996;1740;0.756;0.987;0.268;41;>10.0;0.00169;0.387;
AM STAT;0003-1305;2823;0.981;1.322;0.102;49;>10.0;0.00416;0.929;
AM SURGEON;0003-1348;5552;1.363;1.493;0.071;238;9.1;0.01111;0.498;
AMBIO;0044-7447;3739;1.705;2.847;0.196;56;8.7;0.00749;0.999;
AMBIX;0002-6980;75;0.071;;0.000;12;;0.00000;;
AMBUL PEDIATR;1530-1567;991;2.491;2.373;;0;5.8;0.00391;0.913;
AMEGHINIANA;0002-7014;1181;0.871;1.227;0.261;23;>10.0;0.00183;0.357;
AMINO ACIDS;0939-4451;3860;4.106;3.541;0.730;322;3.5;0.01079;0.803;
AMPHIBIA-REPTILIA;0173-5373;892;0.976;1.021;0.250;64;8.3;0.00200;0.304;
AMYLOID;1350-6129;715;1.433;1.771;0.625;16;7.5;0.00176;0.577;
AMYOTROPH LATERAL SC;1748-2968;1362;3.397;2.905;0.370;100;4.6;0.00421;0.821;
AN ACAD BRAS CIENC;0001-3765;1150;0.925;1.201;0.208;96;9.2;0.00209;0.347;
AN BRAS DERMATOL;0365-0596;366;0.337;;0.054;129;6.2;0.00025;;
AN PEDIATR;1695-4033;554;0.570;0.545;0.222;99;3.9;0.00163;0.111;
AN PSICOL-SPAIN;0212-9728;246;1.338;;0.062;48;3.6;0.00040;;
AN SIST SANIT NAVAR;1137-6627;173;0.252;;0.135;52;4.4;0.00030;;
AN STI U OVID CO-MAT;1224-1784;25;0.044;;0.000;51;;0.00013;;
AN STIINT U AL I-MAT;1221-8421;7;0.076;;0.031;32;;0.00001;;
ANADOLU KARDIYOL DER;1302-8723;266;0.407;;0.191;110;3.6;0.00086;;
ANADOLU PSIKIYATR DE;1302-6631;106;0.310;;0.037;54;4.8;0.00010;;
ANAEROBE;1075-9964;1118;2.448;2.362;0.327;113;5.7;0.00303;0.679;
ANAESTH INTENS CARE;0310-057X;1827;1.128;1.061;0.426;148;7.8;0.00374;0.301;
ANAESTHESIA;0003-2409;6365;3.008;2.645;0.981;162;7.9;0.01315;0.742;
ANAESTHESIST;0003-2417;1143;0.729;0.799;0.301;103;6.4;0.00213;0.168;
ANAL APPL;0219-5305;165;0.795;;0.727;22;4.0;0.00153;;
ANAL BIOANAL CHEM;1618-2642;15750;3.841;3.667;0.586;922;3.8;0.06018;0.967;
ANAL BIOCHEM;0003-2697;39020;3.236;3.343;0.591;399;>10.0;0.03966;0.968;
ANAL CELL PATHOL;2210-7177;197;;;0.000;24;>10.0;0.00001;;
ANAL CHEM;0003-2700;88318;5.874;5.902;0.962;1377;7.4;0.17553;1.531;
ANAL CHIM ACTA;0003-2670;34466;4.310;3.656;0.625;616;6.3;0.07591;0.896;
ANAL LETT;0003-2719;3091;0.920;1.091;0.192;260;7.2;0.00522;0.238;
ANAL MATH;0133-3852;141;0.146;;0.000;16;>10.0;0.00029;;
ANAL PDE;1948-206X;36;1.280;1.280;0.200;15;;0.00068;1.398;
ANAL SCI;0910-6340;4625;1.465;1.431;0.186;220;6.7;0.00971;0.365;
ANALOG INTEGR CIRC S;0925-1030;748;0.452;0.583;0.087;173;7.2;0.00211;0.204;
ANALYST;0003-2654;12505;3.913;3.843;0.816;412;8.8;0.02117;1.001;
ANASTH INTENSIV NOTF;0939-2661;307;0.232;0.178;0.060;84;8.7;0.00035;0.037;
ANASTH INTENSIVMED;0170-5334;300;0.774;0.608;0.485;66;3.7;0.00043;0.075;
ANAT HISTOL EMBRYOL;0340-2096;704;0.646;0.731;0.035;57;7.5;0.00126;0.172;
ANAT REC;1932-8486;7098;1.400;1.802;0.239;222;>10.0;0.00874;0.611;
ANAT SCI EDUC;1935-9772;305;2.976;2.988;1.267;45;1.8;0.00032;0.197;
ANAT SCI INT;1447-6959;265;0.719;0.864;0.242;33;5.0;0.00112;0.313;
ANDROLOGIA;0303-4569;1060;1.244;1.242;0.123;57;9.2;0.00149;0.299;
ANESTH ANALG;0003-2999;20925;3.274;2.948;1.180;416;7.3;0.04236;0.783;
ANESTHESIOLOGY;0003-3022;21603;5.486;5.264;1.175;268;8.7;0.03908;1.493;
ANGEW CHEM INT EDIT;1433-7851;178604;12.730;12.050;2.409;1652;5.2;0.53220;3.376;
ANGIOGENESIS;0969-6970;1468;6.188;;0.828;29;5.3;0.00602;;
ANGIOLOGY;0003-3197;2009;0.992;1.031;0.274;117;9.9;0.00323;0.285;
ANGLE ORTHOD;0003-3219;3462;1.000;1.409;0.183;153;8.9;0.00776;0.484;
ANIM BEHAV;0003-3472;20221;3.101;3.402;0.684;282;>10.0;0.03929;1.215;
ANIM BIOL;1570-7555;262;0.879;1.106;0.162;37;5.0;0.00098;0.333;
ANIM BIOTECHNOL;1049-5398;324;0.818;1.102;0.333;27;6.5;0.00067;0.270;
ANIM CELLS SYST;1976-8354;13;0.122;0.122;0.000;42;;0.00005;0.027;
ANIM COGN;1435-9448;1418;2.820;3.116;0.738;80;4.2;0.00672;1.254;
ANIM CONSERV;1367-9430;1615;2.906;3.037;1.058;69;5.4;0.00560;1.076;
ANIM GENET;0268-9146;2764;2.203;2.538;0.439;123;6.3;0.00620;0.634;
ANIM REPROD SCI;0378-4320;5045;1.721;2.036;0.324;256;6.5;0.00948;0.459;
ANIM WELFARE;0962-7286;939;0.907;1.134;0.338;68;7.2;0.00165;0.314;
ANIMAL;1751-7311;1104;1.458;1.640;0.564;218;2.6;0.00480;0.427;
ANKARA UNIV VET FAK;1300-0861;159;0.176;;0.057;53;>10.0;0.00012;;
ANN ACAD MED SINGAP;0304-4602;1880;1.203;1.206;0.209;129;6.2;0.00493;0.352;
ANN ACAD SCI FENN-M;1239-629X;836;0.842;1.111;0.073;41;>10.0;0.00319;0.956;
ANN AGR ENV MED;1232-1966;827;1.062;1.521;0.244;45;6.1;0.00167;0.334;
ANN ALLERG ASTHMA IM;1081-1206;5344;2.801;2.495;0.484;128;6.9;0.01219;0.678;
ANN ANAT;0940-9602;846;1.649;1.235;0.281;57;6.2;0.00215;0.347;
ANN APPL PROBAB;1050-5164;1830;1.120;1.447;0.311;74;8.3;0.01230;1.603;
ANN APPL STAT;1932-6157;429;1.739;2.431;0.261;69;2.7;0.00669;2.058;
ANN BIOL CLIN-PARIS;0003-3898;452;0.365;0.327;0.036;84;>10.0;0.00061;0.076;
ANN BIOMED ENG;0090-6964;5549;2.374;2.797;0.414;302;6.1;0.01499;0.837;
ANN BOT FENN;0003-3847;697;0.510;0.622;0.138;65;9.7;0.00109;0.165;
ANN BOT-LONDON;0305-7364;12114;3.388;3.884;0.794;199;7.8;0.02856;1.201;
ANN CARDIOL ANGEIOL;0003-3928;159;0.225;0.209;0.000;79;6.7;0.00030;0.047;
ANN CARNEGIE MUS;0097-4463;416;1.000;0.920;0.000;9;>10.0;0.00055;0.379;
ANN CHIM-SCI MAT;0151-9107;388;0.171;0.309;0.000;21;>10.0;0.00049;0.109;
ANN CHIR PLAST ESTH;0294-1260;585;0.521;;0.014;71;8.9;0.00086;;
ANN CLIN BIOCHEM;0004-5632;2284;2.209;1.942;0.447;94;8.1;0.00466;0.554;
ANN CLIN LAB SCI;0091-7370;958;1.017;1.176;0.130;54;8.6;0.00176;0.306;
ANN CLIN PSYCHIATRY;1040-1237;940;2.545;;0.478;23;6.3;0.00240;;
ANN COMB;0218-0006;280;0.462;0.703;0.130;23;7.0;0.00243;0.843;
ANN DERMATOL VENER;0151-9638;1413;0.475;0.490;0.105;143;8.2;0.00188;0.095;
ANN DERMATOL;1013-9087;66;0.162;;0.037;81;;0.00028;;
ANN DIAGN PATHOL;1092-9134;841;0.934;;0.096;73;5.9;0.00240;;
ANN EMERG MED;0196-0644;9961;4.142;4.531;1.448;116;9.5;0.02385;1.712;
ANN ENDOCRINOL-PARIS;0003-4266;435;0.583;0.478;0.189;74;7.3;0.00081;0.113;
ANN ENTOMOL SOC AM;0013-8746;4599;1.031;1.251;0.287;122;>10.0;0.00477;0.394;
ANN EPIDEMIOL;1047-2797;4718;3.238;3.387;0.383;115;6.8;0.01611;1.356;
ANN FAM MED;1544-1709;2104;4.457;4.969;2.434;53;4.5;0.01080;1.919;
ANN FR ANESTH;0750-7658;989;0.884;0.638;0.306;124;6.0;0.00148;0.106;
ANN GEOPHYS-GERMANY;0992-7689;4694;1.620;1.603;0.306;186;5.7;0.02305;0.782;
ANN GEOPHYS-ITALY;1593-5213;559;0.336;0.813;0.457;46;5.6;0.00282;0.399;
ANN GLOB ANAL GEOM;0232-704X;408;0.635;0.690;0.216;51;7.7;0.00309;0.754;
ANN HEMATOL;0939-5555;2913;2.688;2.471;0.706;153;5.9;0.00764;0.699;
ANN HENRI POINCARE;1424-0637;463;0.967;1.101;0.222;54;5.2;0.00394;0.852;
ANN HEPATOL;1665-2681;484;1.867;;0.241;79;3.0;0.00194;;
ANN HUM BIOL;0301-4460;1558;1.713;1.575;0.246;61;9.7;0.00257;0.460;
ANN HUM GENET;0003-4800;2498;2.604;2.389;0.684;57;8.0;0.00722;0.961;
ANN I FOURIER;0373-0956;1618;0.742;0.865;0.086;70;>10.0;0.01015;1.277;
ANN I H POINCARE-AN;0294-1449;1458;0.983;1.200;0.234;64;>10.0;0.00693;1.187;
ANN I H POINCARE-PR;0246-0203;592;0.759;0.900;0.192;52;8.5;0.00489;1.091;
ANN I STAT MATH;0020-3157;1057;0.966;0.755;0.096;52;>10.0;0.00286;0.667;
ANN I SUPER SANITA;0021-2571;335;0.343;;0.302;53;5.1;0.00080;;
ANN INDIAN ACAD NEUR;0972-2327;73;0.415;;0.259;27;;0.00032;;
ANN INTERN MED;0003-4819;45766;16.729;16.760;3.940;167;9.1;0.12134;7.443;
ANN ITAL CHIR;0003-469X;219;0.225;;0.016;63;7.5;0.00037;;
ANN LIMNOL-INT J LIM;0003-4088;331;0.796;0.927;0.071;28;7.5;0.00064;0.241;
ANN MAT PUR APPL;0373-3114;1148;0.896;0.924;0.167;36;>10.0;0.00291;0.868;
ANN MATH ARTIF INTEL;1012-2443;471;0.418;0.589;0.050;20;9.3;0.00084;0.220;
ANN MATH;0003-486X;8097;3.179;3.721;0.816;103;>10.0;0.02618;5.072;
ANN MED VET;0003-4118;106;0.118;0.102;0.000;5;>10.0;0.00006;0.019;
ANN MED-PSYCHOL;0003-4487;375;0.161;0.198;0.041;122;>10.0;0.00039;0.035;
ANN MED;0785-3890;3304;4.323;4.673;0.444;63;7.1;0.00934;1.630;
ANN MICROBIOL;1590-4261;382;0.350;0.454;0.121;99;5.1;0.00086;0.092;
ANN MO BOT GARD;0026-6493;2549;1.800;2.095;0.160;25;>10.0;0.00247;0.802;
ANN NEUROL;0364-5134;30338;10.746;10.132;1.708;192;9.1;0.07281;3.994;
ANN NONINVAS ELECTRO;1082-720X;621;1.487;1.449;0.250;52;5.2;0.00235;0.452;
ANN NUCL ENERGY;0306-4549;1246;0.724;0.710;0.193;207;5.6;0.00609;0.364;
ANN NUCL MED;0914-7187;1223;1.386;1.173;0.260;96;5.3;0.00332;0.304;
ANN NUTR METAB;0250-6807;1492;2.173;2.164;0.067;75;5.6;0.00410;0.575;
ANN NY ACAD SCI;0077-8923;42615;2.847;2.648;0.590;691;7.9;0.10096;0.893;
ANN OCCUP HYG;0003-4878;2066;2.014;2.039;0.512;82;8.0;0.00402;0.580;
ANN ONCOL;0923-7534;18391;6.452;5.660;1.281;445;4.8;0.06529;1.754;
ANN OPER RES;0254-5330;2770;0.675;1.223;0.103;156;>10.0;0.00859;0.739;
ANN OPHTHALMOL;1530-4086;538;0.167;0.161;;;>10.0;0.00027;0.061;
ANN OTO RHINOL LARYN;0003-4894;5827;1.344;1.565;0.150;133;>10.0;0.00783;0.525;
ANN PALEONTOL;0753-3969;296;0.778;0.536;0.333;6;>10.0;0.00025;0.153;
ANN PATHOL;0242-6498;326;0.197;0.270;0.055;91;9.1;0.00033;0.048;
ANN PHARMACOTHER;1060-0280;5697;2.166;2.163;0.453;232;5.9;0.01599;0.639;
ANN PHYS-BERLIN;0003-3804;2195;0.861;1.091;0.385;78;>10.0;0.00276;0.558;
ANN PHYS-NEW YORK;0003-4916;10635;2.919;3.273;1.079;127;>10.0;0.02028;1.767;
ANN PHYS-PARIS;0003-4169;229;0.125;0.587;;;>10.0;0.00042;0.346;
ANN PLAS SURG;0148-7043;5759;1.274;1.499;0.238;260;9.1;0.01237;0.495;
ANN POL MATH;0066-2216;337;0.476;;0.123;65;>10.0;0.00141;;
ANN PROBAB;0091-1798;3621;1.470;1.665;0.268;71;>10.0;0.01508;2.011;
ANN PURE APPL LOGIC;0168-0072;834;0.646;0.636;0.176;85;10.0;0.00529;0.642;
ANN RHEUM DIS;0003-4967;22172;9.082;7.551;2.176;386;5.3;0.06544;2.172;
ANN ROY COLL SURG;0035-8843;2089;1.093;1.251;0.234;124;9.2;0.00468;0.407;
ANN SAUDI MED;0256-4947;650;0.697;0.624;0.213;80;7.7;0.00114;0.146;
ANN SCI ECOLE NORM S;0012-9593;1586;1.226;1.714;0.417;24;>10.0;0.00752;2.903;
ANN SCI;0003-3790;233;0.222;0.326;0.111;18;>10.0;0.00029;0.165;
ANN SCUOLA NORM-SCI;0391-173X;1129;0.865;0.985;0.133;30;>10.0;0.00300;1.175;
ANN SOC ENTOMOL FR;0037-9271;1077;0.698;0.755;1.676;34;>10.0;0.00078;0.200;
ANN STAT;0090-5364;11195;2.940;3.271;0.475;101;>10.0;0.03485;3.271;
ANN SURG ONCOL;1068-9265;11090;4.182;4.412;0.742;419;3.9;0.04102;1.328;
ANN SURG;0003-4932;32989;7.474;8.992;0.948;291;8.7;0.06793;2.921;
ANN TELECOMMUN;0003-4347;243;0.602;0.366;0.062;65;6.4;0.00089;0.148;
ANN THORAC CARDIOVAS;1341-1098;569;0.731;;0.043;93;5.7;0.00175;;
ANN THORAC MED;1817-1737;102;1.060;;0.333;36;1.8;0.00032;;
ANN THORAC SURG;0003-4975;27678;3.558;3.039;0.678;608;7.8;0.06297;0.977;
ANN TRANSPL;1425-9524;400;0.975;;0.179;39;6.4;0.00086;;
ANN TROP MED PARASIT;0003-4983;2782;1.288;1.579;0.274;73;>10.0;0.00460;0.535;
ANN TROP PAEDIATR;0272-4936;802;0.966;1.052;0.208;48;9.9;0.00157;0.347;
ANN UROL;0003-4401;173;;0.333;;0;9.3;0.00020;0.078;
ANN VASC SURG;0890-5096;2661;1.332;1.436;0.168;285;7.2;0.00564;0.392;
ANN ZOOL FENN;0003-455X;1427;1.085;1.482;0.132;38;>10.0;0.00241;0.501;
ANN ZOOL;0003-4541;317;0.520;0.458;0.067;60;7.5;0.00101;0.174;
ANNU REP MED CHEM;0065-7743;459;1.717;1.458;0.036;28;6.8;0.00102;0.362;
ANNU REV ANAL CHEM;1936-1327;549;10.404;10.404;0.400;20;2.3;0.00404;3.985;
ANNU REV ASTRON ASTR;0066-4146;6850;27.444;27.800;1.765;17;>10.0;0.02089;15.323;
ANNU REV BIOCHEM;0066-4154;18621;29.742;34.471;5.464;28;>10.0;0.06141;20.080;
ANNU REV BIOMED ENG;1523-9829;2763;11.000;16.895;0.750;16;6.3;0.00825;5.573;
ANNU REV BIOPHYS;1936-122X;811;17.524;17.524;2.536;28;2.3;0.00835;10.201;
