Abbreviated Journal Title;ISSN;{2011} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2011} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
AEQUATIONES MATH;0001-9054;627;0.511;;0.103;39;>10.0;0.00157;;
AEROBIOLOGIA;0393-5965;703;1.515;1.669;0.176;34;8.5;0.00110;0.405;
AERONAUT J;0001-9240;420;0.482;0.501;0.091;66;7.3;0.00158;0.248;
AEROSOL AIR QUAL RES;1680-8584;541;2.827;;0.859;92;1.9;0.00100;;
AEROSOL SCI TECH;0278-6826;4665;2.667;2.925;0.993;139;7.8;0.00891;0.939;
AEROSP SCI TECHNOL;1270-9638;686;0.983;0.934;0.070;71;6.3;0.00293;0.483;
AEROSPACE AM;0740-722X;53;0.048;0.036;;;;0.00026;0.028;
AESTHET PLAST SURG;0364-216X;2083;1.407;1.503;0.098;163;7.2;0.00464;0.423;
AESTHET SURG J;1090-820X;839;1.469;;0.442;95;3.8;0.00273;;
AEU-INT J ELECTRON C;1434-8411;656;0.588;0.693;0.102;157;4.6;0.00229;0.212;
AFINIDAD;0001-9704;181;0.138;0.231;0.000;35;7.4;0.00029;0.050;
AFR ENTOMOL;1021-3589;377;0.470;0.554;1.081;62;6.5;0.00056;0.157;
AFR HEALTH SCI;1680-6905;330;0.492;;0.000;64;5.0;0.00117;;
AFR INVERTEBR;1681-5556;96;0.432;;0.276;29;;0.00043;;
AFR J AQUAT SCI;1608-5914;172;0.471;;0.026;39;5.6;0.00048;;
AFR J ECOL;0141-6707;1381;0.655;0.913;0.082;61;8.1;0.00313;0.287;
AFR J HERPETOL;2156-4574;136;0.714;0.603;1.267;15;7.1;0.00025;0.214;
AFR J MAR SCI;1814-232X;513;0.980;1.136;0.898;49;4.6;0.00153;0.283;
AFR J MICROBIOL RES;1996-0808;423;0.539;0.564;0.040;898;1.9;0.00091;0.073;
AFR J PHARM PHARMACO;1996-0816;320;0.839;0.875;0.200;409;2.0;0.00047;0.095;
AFR J PSYCHIATRY;1994-8220;112;1.068;;0.222;36;2.4;0.00053;;
AFR J RANGE FOR SCI;1022-0119;177;0.600;;0.000;16;8.0;0.00032;;
AFR J TRADIT COMPLEM;0189-6016;336;0.707;;0.056;90;4.4;0.00076;;
AFR NAT HIST;1816-8396;31;0.250;;;;;0.00018;;
AFR ZOOL;1562-7020;275;0.900;0.975;0.103;39;5.4;0.00097;0.330;
AGE AGEING;0002-0729;5715;3.090;3.864;0.664;113;7.4;0.01385;1.284;
AGE;0161-9152;929;3.948;4.333;0.941;51;3.8;0.00377;1.559;
AGEING RES REV;1568-1637;1713;6.174;6.383;1.679;53;4.5;0.00572;2.025;
AGGRESSIVE BEHAV;0096-140X;1984;2.630;2.897;0.271;48;8.5;0.00496;1.118;
AGING CELL;1474-9718;3673;6.265;7.119;1.059;101;4.1;0.01856;2.622;
AGING CLIN EXP RES;1594-0667;1576;1.552;1.559;0.177;79;7.5;0.00308;0.454;
AGING MALE;1368-5538;394;1.518;1.538;0.308;39;6.1;0.00082;0.383;
AGING MENT HEALTH;1360-7863;1685;1.368;1.861;0.165;115;5.8;0.00450;0.535;
AGING-US;1945-4589;1365;5.127;5.127;0.784;139;1.9;0.00589;1.311;
AGR ECOSYST ENVIRON;0167-8809;10125;3.004;3.969;0.344;212;6.9;0.02355;1.196;
AGR FOOD SCI;1459-6067;333;0.923;0.896;0.273;22;6.6;0.00078;0.261;
AGR FOREST ENTOMOL;1461-9555;844;1.596;1.778;0.372;43;6.7;0.00230;0.606;
AGR FOREST METEOROL;0168-1923;8615;3.389;3.991;0.719;167;7.8;0.01867;1.356;
AGR HIST;0002-1482;176;0.312;0.231;0.158;19;>10.0;0.00017;0.121;
AGR HUM VALUES;0889-048X;727;1.540;1.717;0.150;40;6.9;0.00213;0.645;
AGR WATER MANAGE;0378-3774;4799;1.998;2.506;0.309;194;5.8;0.01185;0.647;
AGRIBUSINESS;0742-4477;314;0.672;;0.000;32;9.1;0.00069;;
AGRO FOOD IND HI TEC;1722-6996;168;0.225;0.170;0.054;93;4.3;0.00033;0.031;
AGROCHIMICA;0002-1857;174;0.250;0.299;0.125;24;>10.0;0.00022;0.077;
AGROFOREST SYST;0167-4366;2056;1.378;1.546;0.244;82;9.1;0.00275;0.398;
AI COMMUN;0921-7126;237;0.500;0.583;0.357;28;>10.0;0.00078;0.369;
AI EDAM;0890-0604;298;0.786;0.806;0.125;24;7.8;0.00082;0.359;
AI MAG;0738-4602;601;0.808;0.777;0.051;39;>10.0;0.00135;0.530;
AIAA J;0001-1452;9668;1.057;1.277;0.190;252;>10.0;0.01749;0.624;
AICHE J;0001-1541;16049;2.261;2.320;0.619;294;>10.0;0.01917;0.688;
AIDS PATIENT CARE ST;1087-2914;2126;2.411;2.638;0.455;88;4.7;0.00764;0.833;
AIDS RES HUM RETROV;0889-2229;4821;2.246;2.105;0.686;169;7.4;0.01218;0.724;
AIDS REV;1139-6121;652;3.512;3.913;0.450;20;4.7;0.00273;1.446;
AIDS;0269-9370;23156;6.245;6.160;1.784;259;6.0;0.07300;2.210;
AIRCR ENG AEROSP TEC;1748-8842;132;0.195;0.281;0.031;32;6.2;0.00053;0.130;
AJAR-AFR J AIDS RES;1608-5906;181;0.600;;0.000;38;3.9;0.00063;;
AKTUEL NEUROL;0302-4350;118;0.318;0.190;0.055;55;4.1;0.00018;0.026;
AKTUEL RHEUMATOL;0341-051X;62;0.083;0.078;0.000;37;;0.00004;0.012;
AKTUEL UROL;0001-7868;96;0.267;0.198;0.033;30;;0.00025;0.063;
ALCHERINGA;0311-5518;449;0.926;0.797;0.229;35;>10.0;0.00062;0.275;
ALCOHOL ALCOHOLISM;0735-0414;3248;2.946;2.657;0.363;102;7.5;0.00707;0.822;
ALCOHOL CLIN EXP RES;0145-6008;12049;3.343;3.530;0.602;236;7.9;0.02204;1.004;
ALCOHOL;0741-8329;2413;2.468;2.425;0.329;73;8.5;0.00406;0.687;
ALDRICHIM ACTA;0002-5100;1100;16.091;16.882;7.000;2;5.7;0.00328;5.252;
ALEA-LAT AM J PROBAB;1980-0436;76;0.381;;0.056;18;;0.00177;;
ALGEBR COLLOQ;1005-3867;234;0.237;0.272;0.047;86;7.0;0.00139;0.220;
ALGEBR GEOM TOPOL;1472-2739;457;0.558;0.646;0.153;98;5.2;0.00658;0.852;
ALGEBR LOG+;0002-5232;393;0.359;;0.026;39;>10.0;0.00098;;
ALGEBR NUMBER THEORY;1937-0652;101;0.539;0.783;0.000;17;3.3;0.00269;1.137;
ALGEBR REPRESENT TH;1386-923X;234;0.595;0.622;0.241;58;5.9;0.00247;0.782;
ALGEBR UNIV;0002-5240;500;0.430;0.424;0.040;50;>10.0;0.00175;0.346;
ALGORITHM MOL BIOL;1748-7188;191;1.352;1.755;0.160;25;3.4;0.00163;0.836;
ALGORITHMICA;0178-4617;1417;0.604;0.738;0.095;126;>10.0;0.00479;0.616;
ALIMENT PHARM THER;0269-2813;12313;3.769;3.802;1.549;268;5.8;0.03178;1.106;
ALLERGOL IMMUNOPATH;0301-0546;592;1.043;;0.286;49;6.9;0.00107;;
ALLERGOLOGIE;0344-5062;186;0.258;0.183;0.808;52;5.4;0.00016;0.028;
ALLERGY ASTHMA IMMUN;2092-7355;122;1.913;1.913;0.824;34;1.5;0.00043;0.513;
ALLERGY ASTHMA PROC;1088-5412;1299;2.170;1.687;0.453;75;4.3;0.00413;0.450;
ALLERGY CLIN IMMUNOL;0838-1925;81;;;;0;;0.00012;;
ALLERGY;0105-4538;12156;6.271;6.098;1.335;200;5.8;0.03146;1.752;
ALLG FORST JAGDZTG;0002-5852;181;0.250;0.311;0.095;21;>10.0;0.00024;0.097;
ALPINE BOT;1664-2201;10;;;0.692;13;;0.00000;;
ALTERN MED REV;1089-5159;1122;3.550;4.220;0.643;14;8.4;0.00151;1.003;
ALTEX-ALTERN ANIM EX;1868-596X;460;4.390;1.940;0.870;23;3.6;0.00104;0.378;
ALZ DIS ASSOC DIS;0893-0341;2299;2.811;3.286;0.500;52;7.2;0.00592;1.062;
ALZHEIMERS DEMENT;1552-5260;1888;6.373;;4.803;61;2.7;0.00865;;
AM BEE J;0002-7626;384;0.080;0.088;0.028;109;>10.0;0.00016;0.015;
AM BIOL TEACH;0002-7685;319;0.133;0.199;;;>10.0;0.00041;0.086;
AM CERAM SOC BULL;0002-7812;1289;0.522;0.323;0.769;13;>10.0;0.00068;0.147;
AM FAM PHYSICIAN;0002-838X;3662;1.531;1.776;;;7.7;0.00632;0.492;
AM FERN J;0002-8444;370;0.407;0.566;0.000;16;>10.0;0.00035;0.170;
AM HEART J;0002-8703;19205;4.651;4.321;0.892;288;7.3;0.05720;1.751;
AM J ALZHEIMERS DIS;1533-3175;788;1.453;;0.200;65;5.2;0.00214;;
AM J AUDIOL;1059-0889;321;0.867;;0.083;24;7.0;0.00083;;
AM J BIOETHICS;1526-5161;1224;4.083;3.581;10.000;28;3.3;0.00482;1.412;
AM J BOT;0002-9122;13667;2.664;3.159;0.401;304;>10.0;0.01969;1.126;
AM J CARDIOL;0002-9149;34821;3.368;3.578;0.652;595;8.3;0.08173;1.306;
AM J CARDIOVASC DRUG;1175-3277;582;1.770;;0.525;40;4.4;0.00182;;
AM J CHINESE MED;0192-415X;1706;1.979;1.670;0.229;96;6.2;0.00246;0.280;
AM J CLIN DERMATOL;1175-0561;1271;1.708;1.723;0.488;41;7.1;0.00241;0.472;
AM J CLIN NUTR;0002-9165;45766;6.669;7.366;1.367;406;8.2;0.09384;2.380;
AM J CLIN ONCOL-CANC;0277-3732;3022;2.005;1.911;0.622;98;8.4;0.00645;0.629;
AM J CLIN PATHOL;0002-9173;9550;2.598;2.694;0.574;202;9.6;0.01680;0.886;
AM J CRIT CARE;1062-3264;1454;1.656;2.132;0.455;55;6.5;0.00320;0.590;
AM J DENT;0894-8275;1507;0.757;1.016;0.183;60;9.2;0.00221;0.311;
AM J DERMATOPATH;0193-1091;2432;1.197;1.269;0.125;152;9.6;0.00409;0.371;
AM J EMERG MED;0735-6757;3739;1.976;1.797;0.237;240;7.1;0.00945;0.585;
AM J ENOL VITICULT;0002-9254;4676;1.826;2.483;0.262;65;>10.0;0.00370;0.621;
AM J EPIDEMIOL;0002-9262;31658;5.216;6.001;0.880;309;>10.0;0.06715;2.498;
AM J FOREN MED PATH;0195-7910;1388;0.883;0.900;0.074;94;10.0;0.00203;0.263;
AM J GASTROENTEROL;0002-9270;26645;7.282;6.680;1.849;225;7.2;0.06232;2.113;
AM J GERIAT PSYCHIAT;1064-7481;4026;3.638;3.881;1.196;107;5.4;0.01345;1.302;
AM J GERIATR PHARMAC;1543-5946;630;2.671;;0.318;44;4.5;0.00263;;
AM J HEALTH-SYST PH;1079-2082;3436;1.962;1.844;0.562;112;5.6;0.00866;0.487;
AM J HEMATOL;0361-8609;5273;4.671;3.017;0.665;200;6.7;0.01429;1.034;
AM J HOSP PALLIAT ME;1049-9091;640;1.153;;0.127;79;5.3;0.00176;;
AM J HUM BIOL;1042-0533;2163;2.267;2.211;0.323;96;6.1;0.00628;0.736;
AM J HUM GENET;0002-9297;34192;10.603;11.716;2.302;162;8.4;0.10684;5.867;
AM J HYPERTENS;0895-7061;7586;3.181;3.029;0.851;181;7.2;0.01657;0.965;
AM J IND MED;0271-3586;4187;1.625;1.767;0.282;103;>10.0;0.00586;0.586;
AM J INFECT CONTROL;0196-6553;4290;2.396;3.063;0.244;164;6.1;0.01502;1.206;
AM J KIDNEY DIS;0272-6386;18956;5.434;5.138;1.386;210;8.3;0.03745;1.692;
AM J MANAG CARE;1088-0224;2621;2.458;2.540;0.358;134;5.5;0.01122;1.139;
AM J MATH;0002-9327;3464;1.057;1.170;0.312;48;>10.0;0.00857;1.847;
AM J MED GENET A;1552-4825;7285;2.391;2.549;0.383;399;4.8;0.02874;0.859;
AM J MED GENET B;1552-4841;4460;3.705;3.722;0.632;106;4.3;0.01815;1.174;
AM J MED GENET C;1552-4868;1180;4.058;4.225;0.818;33;4.6;0.00551;1.652;
AM J MED QUAL;1062-8606;674;1.638;1.638;0.391;46;5.0;0.00306;0.711;
AM J MED SCI;0002-9629;3749;1.391;1.393;0.295;200;9.6;0.00729;0.436;
AM J MED;0002-9343;22346;5.430;4.875;0.907;162;>10.0;0.03538;1.793;
AM J NEPHROL;0250-8095;2961;2.539;2.675;0.500;140;5.4;0.00829;0.798;
AM J NEURORADIOL;0195-6108;16380;2.928;3.332;0.520;358;7.5;0.03652;1.063;
AM J NURS;0002-936X;1048;1.119;1.164;0.150;40;6.9;0.00227;0.356;
AM J OBSTET GYNECOL;0002-9378;32250;3.468;3.560;0.782;459;9.9;0.05150;1.153;
AM J OPHTHALMOL;0002-9394;19089;4.223;3.885;0.861;259;8.8;0.03926;1.337;
AM J ORTHOD DENTOFAC;0889-5406;8656;1.381;1.918;0.183;301;>10.0;0.01092;0.494;
AM J ORTHOPSYCHIAT;0002-9432;2447;1.291;2.196;0.302;53;>10.0;0.00424;0.795;
AM J OTOLARYNG;0196-0709;1521;0.870;0.983;0.196;112;8.9;0.00293;0.331;
AM J PATHOL;0002-9440;38109;4.890;5.571;0.637;557;9.1;0.07986;2.064;
AM J PERINAT;0735-1631;1690;1.316;1.179;0.311;119;8.3;0.00383;0.385;
AM J PHARM EDUC;0002-9459;1301;1.205;1.301;0.292;154;4.8;0.00175;0.163;
AM J PHYS ANTHROPOL;0002-9483;9111;2.824;3.019;0.430;193;>10.0;0.01460;0.970;
AM J PHYS MED REHAB;0894-9115;3334;1.581;1.848;0.281;121;8.2;0.00597;0.527;
AM J PHYS;0002-9505;4984;0.729;0.814;0.207;164;>10.0;0.00521;0.337;
AM J PHYSIOL-CELL PH;0363-6143;16464;3.536;3.970;0.768;280;7.2;0.04237;1.372;
AM J PHYSIOL-ENDOC M;0193-1849;17917;4.746;4.577;0.790;248;7.0;0.04821;1.594;
AM J PHYSIOL-GASTR L;0193-1857;12854;3.431;3.647;0.584;231;7.0;0.03257;1.195;
AM J PHYSIOL-HEART C;0363-6135;31512;3.708;3.878;0.600;515;7.7;0.06857;1.236;
AM J PHYSIOL-LUNG C;1040-0605;12846;3.662;4.290;0.636;206;6.9;0.03194;1.385;
AM J PHYSIOL-REG I;0363-6119;20285;3.336;3.333;0.620;350;8.0;0.04359;1.085;
AM J PHYSIOL-RENAL;1931-857X;15523;3.682;3.796;0.695;311;6.7;0.03921;1.206;
AM J PREV MED;0749-3797;11729;4.044;5.128;1.657;265;5.9;0.03812;1.921;
AM J PRIMATOL;0275-2565;3445;2.221;2.138;0.830;106;8.8;0.00708;0.674;
AM J PSYCHIAT;0002-953X;41901;12.539;12.679;3.583;103;9.7;0.06758;4.544;
AM J PUBLIC HEALTH;0090-0036;24979;3.926;4.764;0.704;311;9.5;0.05274;1.971;
AM J REPROD IMMUNOL;1046-7408;3089;3.050;2.705;0.771;144;6.7;0.00574;0.636;
AM J RESP CELL MOL;1044-1549;10677;5.125;4.833;0.831;255;7.5;0.02577;1.673;
AM J RESP CRIT CARE;1073-449X;46471;11.080;10.424;2.631;317;8.4;0.10282;3.701;
AM J RHINOL ALLERGY;1945-8924;2435;2.302;2.206;0.113;142;5.1;0.00705;0.582;
AM J ROENTGENOL;0361-803X;25727;2.775;3.000;0.411;613;9.1;0.04836;0.925;
AM J SCI;0002-9599;5662;2.716;3.508;1.038;26;>10.0;0.00546;1.645;
AM J SPEECH-LANG PAT;1058-0360;917;2.034;2.327;0.241;29;8.1;0.00187;0.695;
AM J SPORT MED;0363-5465;14958;3.792;4.427;0.626;313;7.6;0.02732;1.159;
AM J SURG PATHOL;0147-5185;15735;4.352;4.472;0.596;218;8.7;0.02944;1.417;
AM J SURG;0002-9610;15373;2.776;2.841;0.372;277;>10.0;0.02565;0.945;
AM J THER;1075-2765;1208;1.487;;0.324;111;5.7;0.00315;;
AM J TRANSPLANT;1600-6135;15126;6.394;6.025;1.622;291;4.5;0.05948;1.959;
AM J TROP MED HYG;0002-9637;17305;2.592;2.852;0.519;364;9.1;0.03234;0.877;
AM J VET RES;0002-9645;9127;1.269;1.560;0.254;205;>10.0;0.00831;0.420;
AM LAB;0044-7749;284;0.167;0.247;0.038;79;9.1;0.00058;0.073;
AM MALACOL BULL;0740-2783;353;1.219;0.809;0.474;19;>10.0;0.00050;0.235;
AM MIDL NAT;0003-0031;3237;0.619;0.698;0.105;76;>10.0;0.00181;0.257;
AM MINERAL;0003-004X;12900;2.169;2.232;0.450;209;>10.0;0.01942;0.980;
AM MUS NOVIT;0003-0082;2042;1.882;1.806;0.522;23;>10.0;0.00262;0.694;
AM NAT;0003-0147;24661;4.725;5.280;0.827;168;>10.0;0.04448;2.610;
AM SCI;0003-0996;1729;0.938;0.923;0.317;41;>10.0;0.00174;0.432;
AM STAT;0003-1305;2965;0.960;1.267;0.143;35;>10.0;0.00402;0.914;
AM SURGEON;0003-1348;5498;1.285;1.427;0.080;424;9.4;0.01063;0.499;
AMBIO;0044-7447;4058;2.025;3.101;1.111;72;9.3;0.00713;1.096;
AMBIX;0002-6980;137;0.444;;0.250;12;>10.0;0.00015;;
AMEGHINIANA;0002-7014;1181;0.986;1.218;0.174;23;>10.0;0.00178;0.405;
AMINO ACIDS;0939-4451;4349;3.248;3.138;0.966;234;3.6;0.01380;0.812;
AMPHIBIA-REPTILIA;0173-5373;998;1.056;1.058;0.156;64;8.2;0.00183;0.303;
AMYLOID;1350-6129;816;2.660;2.302;0.256;39;7.2;0.00199;0.780;
AMYOTROPH LATERAL SC;1748-2968;1609;3.091;2.970;0.684;79;3.9;0.00597;0.992;
AN ACAD BRAS CIENC;0001-3765;1337;1.094;1.208;0.304;112;8.8;0.00223;0.342;
AN BRAS DERMATOL;0365-0596;575;0.554;;0.043;235;6.2;0.00047;;
AN JARDIN BOT MADRID;0211-1322;277;0.886;;0.000;16;>10.0;0.00054;;
AN PEDIATR;1695-4033;627;0.770;0.600;0.146;96;4.1;0.00153;0.119;
AN PSICOL-SPAIN;0212-9728;205;0.568;;0.105;95;5.2;0.00023;;
AN REAL ACAD NAC F;1697-4271;33;0.140;;;;;0.00016;;
AN SIST SANIT NAVAR;1137-6627;178;0.318;;0.089;45;4.6;0.00045;;
AN STI U OVID CO-MAT;1224-1784;30;0.052;;0.075;53;;0.00005;;
AN STIINT U AL I-MAT;1221-8421;21;0.250;;0.000;53;;0.00009;;
ANADOLU KARDIYOL DER;1302-8723;308;0.439;;0.203;118;3.9;0.00082;;
ANADOLU PSIKIYATR DE;1302-6631;110;0.136;;0.020;49;5.2;0.00020;;
ANAEROBE;1075-9964;1324;2.409;2.393;0.127;110;5.4;0.00369;0.671;
ANAESTH INTENS CARE;0310-057X;1984;1.279;1.188;0.415;135;7.3;0.00425;0.343;
ANAESTHESIA;0003-2409;6472;2.958;2.588;1.963;134;7.8;0.01105;0.659;
ANAESTHESIST;0003-2417;1214;0.987;0.818;0.295;112;6.7;0.00170;0.146;
ANAL APPL;0219-5305;174;1.140;;0.130;23;4.5;0.00180;;
ANAL BIOANAL CHEM;1618-2642;18911;3.778;3.733;0.702;967;4.1;0.06319;0.972;
ANAL BIOCHEM;0003-2697;40002;2.996;3.247;0.475;524;>10.0;0.03433;0.914;
ANAL CELL PATHOL;2210-7177;229;0.917;0.917;0.042;24;>10.0;0.00013;0.291;
ANAL CHEM;0003-2700;95262;5.856;5.983;0.933;1328;7.7;0.17583;1.553;
ANAL CHIM ACTA;0003-2670;38343;4.555;4.144;0.597;626;6.8;0.07102;0.967;
ANAL LETT;0003-2719;3259;1.016;1.107;0.103;223;7.5;0.00481;0.220;
ANAL MATH;0133-3852;143;0.243;;0.000;14;>10.0;0.00043;;
ANAL METHODS-UK;1759-9660;592;1.547;1.547;0.282;397;1.4;0.00184;0.325;
ANAL PDE;1948-206X;59;1.172;1.475;0.000;16;;0.00129;1.764;
ANAL QUANT CYTOL;0884-6812;486;0.413;0.691;0.143;7;9.9;0.00082;0.204;
ANAL SCI;0910-6340;4568;1.255;1.391;0.252;202;7.2;0.00791;0.333;
ANALOG INTEGR CIRC S;0925-1030;762;0.592;0.547;0.050;160;6.9;0.00188;0.172;
ANALYST;0003-2654;14243;4.230;4.119;0.758;694;8.0;0.02503;1.064;
ANASTH INTENSIV NOTF;0939-2661;356;0.413;0.258;0.151;86;8.0;0.00042;0.049;
ANASTH INTENSIVMED;0170-5334;359;0.862;0.618;0.093;86;5.1;0.00043;0.074;
ANAT HISTOL EMBRYOL;0340-2096;713;0.899;0.768;0.274;62;7.6;0.00119;0.175;
ANAT REC;1932-8486;7339;1.473;1.718;0.459;209;>10.0;0.00917;0.600;
ANAT SCI INT;1447-6959;259;0.833;0.790;0.161;31;5.0;0.00079;0.233;
ANDEAN GEOL;0718-7092;31;0.718;0.718;0.158;19;;0.00019;0.264;
ANDROLOGIA;0303-4569;1177;1.546;1.448;0.270;74;9.3;0.00173;0.353;
ANESTH ANALG;0003-2999;20751;3.286;3.069;1.182;358;7.7;0.03970;0.849;
ANESTHESIOLOGY;0003-3022;21565;5.359;5.190;1.579;240;8.9;0.03720;1.545;
ANGEW CHEM INT EDIT;1433-7851;209862;13.455;13.195;2.898;2002;5.4;0.51421;3.378;
ANGIOGENESIS;0969-6970;1633;6.063;;0.651;43;4.9;0.00616;;
ANGIOLOGY;0003-3197;2095;1.511;1.242;0.483;87;9.4;0.00341;0.322;
ANGLE ORTHOD;0003-3219;3620;1.207;1.474;0.132;152;8.8;0.00668;0.446;
ANIM BEHAV;0003-3472;21620;3.493;3.591;0.527;319;>10.0;0.03833;1.271;
ANIM BIOL;1570-7555;239;0.721;0.845;0.083;36;5.5;0.00076;0.259;
ANIM BIOTECHNOL;1049-5398;354;0.927;1.015;0.125;24;7.3;0.00058;0.231;
ANIM CELLS SYST;1976-8354;42;0.222;0.264;0.122;41;;0.00011;0.044;
ANIM COGN;1435-9448;1720;3.089;3.340;0.402;87;4.4;0.00622;1.047;
ANIM CONSERV;1367-9430;1888;2.931;3.186;0.984;64;5.7;0.00653;1.227;
ANIM GENET;0268-9146;3010;2.403;2.592;0.417;96;6.1;0.00705;0.687;
ANIM REPROD SCI;0378-4320;5284;1.750;1.966;0.178;219;6.8;0.00958;0.449;
ANIM WELFARE;0962-7286;1155;1.135;1.399;0.254;59;7.8;0.00229;0.418;
ANIMAL;1751-7311;1505;1.744;1.793;0.225;222;2.9;0.00766;0.524;
ANKARA UNIV VET FAK;1300-0861;126;0.192;;0.115;26;>10.0;0.00013;;
ANN ACAD MED SINGAP;0304-4602;1946;1.245;1.274;0.054;56;6.5;0.00491;0.380;
ANN ACAD SCI FENN-M;1239-629X;721;0.675;0.963;0.143;42;>10.0;0.00345;1.007;
ANN AGR ENV MED;1232-1966;908;2.311;1.968;0.085;71;5.6;0.00158;0.349;
ANN ALLERG ASTHMA IM;1081-1206;5599;2.833;2.677;0.593;135;6.9;0.01304;0.814;
ANN ANAT;0940-9602;977;1.861;1.334;0.191;68;6.9;0.00201;0.349;
ANN APPL PROBAB;1050-5164;1793;1.091;1.374;0.324;71;8.4;0.01156;1.672;
ANN APPL STAT;1932-6157;686;1.581;2.550;0.262;103;3.2;0.01065;2.250;
ANN BIOL CLIN-PARIS;0003-3898;450;0.343;0.376;0.074;94;8.2;0.00063;0.083;
ANN BIOMED ENG;0090-6964;6221;2.368;2.591;0.566;256;6.4;0.01551;0.802;
ANN BOT FENN;0003-3847;827;1.014;0.889;0.103;78;8.9;0.00146;0.233;
ANN BOT-LONDON;0305-7364;13518;4.030;3.991;0.804;255;8.2;0.02697;1.245;
ANN CARDIOL ANGEIOL;0003-3928;176;0.278;0.262;0.045;67;5.5;0.00034;0.054;
ANN CARNEGIE MUS;0097-4463;364;0.955;0.904;0.214;14;>10.0;0.00049;0.367;
ANN CHIM-SCI MAT;0151-9107;414;0.235;0.368;0.133;15;>10.0;0.00049;0.129;
ANN CHIR PLAST ESTH;0294-1260;537;0.410;;0.056;72;9.4;0.00072;;
ANN CLIN BIOCHEM;0004-5632;2196;2.170;1.925;0.471;85;7.9;0.00470;0.563;
ANN CLIN LAB SCI;0091-7370;1026;0.956;1.272;0.113;62;8.1;0.00190;0.362;
ANN CLIN PSYCHIATRY;1040-1237;837;1.490;;0.184;38;7.3;0.00172;;
ANN COMB;0218-0006;268;0.324;0.474;0.150;40;8.3;0.00171;0.598;
ANN DERMATOL VENER;0151-9638;1399;0.716;0.551;0.078;129;7.9;0.00182;0.101;
ANN DERMATOL;1013-9087;174;0.531;;0.014;216;2.4;0.00053;;
ANN DIAGN PATHOL;1092-9134;838;0.875;;0.093;86;6.2;0.00241;;
ANN EMERG MED;0196-0644;9241;4.133;4.369;1.397;151;9.0;0.02098;1.618;
ANN ENDOCRINOL-PARIS;0003-4266;476;0.741;0.640;0.175;63;5.9;0.00100;0.152;
ANN ENTOMOL SOC AM;0013-8746;4735;1.317;1.382;0.223;148;>10.0;0.00538;0.470;
ANN EPIDEMIOL;1047-2797;5066;3.215;3.380;0.336;119;7.3;0.01542;1.349;
ANN FAM MED;1544-1709;2351;5.355;4.900;2.434;53;4.7;0.01059;2.062;
ANN FOREST SCI;1286-4560;2092;1.788;1.951;0.268;127;6.5;0.00502;0.564;
ANN FR ANESTH;0750-7658;1071;0.838;0.643;0.386;127;6.6;0.00120;0.094;
ANN GEOPHYS-GERMANY;0992-7689;5581;1.842;1.757;0.391;202;6.6;0.01989;0.789;
ANN GEOPHYS-ITALY;1593-5213;609;0.567;0.779;0.172;58;6.4;0.00206;0.340;
ANN GLACIOL;0260-3055;2616;1.800;;0.515;97;9.1;0.00463;;
ANN GLOB ANAL GEOM;0232-704X;416;0.714;0.712;0.130;46;8.4;0.00305;0.760;
ANN HEMATOL;0939-5555;3170;2.615;2.509;0.634;145;6.1;0.00863;0.811;
ANN HENRI POINCARE;1424-0637;493;1.211;0.996;0.438;48;5.4;0.00433;0.941;
ANN HEPATOL;1665-2681;590;1.811;;0.239;67;3.1;0.00231;;
ANN HUM BIOL;0301-4460;1643;1.975;1.789;0.365;96;9.0;0.00280;0.536;
ANN HUM GENET;0003-4800;2289;2.565;2.299;0.384;73;8.0;0.00588;0.855;
ANN I FOURIER;0373-0956;1508;0.550;0.741;0.217;23;>10.0;0.00861;1.157;
ANN I H POINCARE-AN;0294-1449;1454;1.271;1.364;0.234;47;>10.0;0.00900;1.500;
ANN I H POINCARE-PR;0246-0203;593;0.897;0.841;0.264;53;8.1;0.00537;1.256;
ANN I STAT MATH;0020-3157;1121;0.857;0.907;0.138;58;>10.0;0.00340;0.825;
ANN I SUPER SANITA;0021-2571;361;0.941;;0.049;61;4.8;0.00115;;
ANN INDIAN ACAD NEUR;0972-2327;129;0.928;;0.082;85;2.8;0.00041;;
ANN INTERN MED;0003-4819;45683;16.733;17.035;3.538;171;9.4;0.12029;7.912;
ANN ITAL CHIR;0003-469X;249;0.231;;0.024;82;7.8;0.00047;;
ANN LIMNOL-INT J LIM;0003-4088;382;0.930;1.051;0.295;44;7.3;0.00076;0.299;
ANN MAT PUR APPL;0373-3114;1071;0.838;0.833;0.128;39;>10.0;0.00278;0.841;
ANN MATH ARTIF INTEL;1012-2443;481;0.358;0.568;0.270;37;9.8;0.00182;0.521;
ANN MATH;0003-486X;7721;2.928;3.327;0.639;83;>10.0;0.02795;5.030;
ANN MED VET;0003-4118;87;0.033;0.076;;;;0.00006;0.026;
ANN MED-PSYCHOL;0003-4487;431;0.169;0.179;0.041;123;>10.0;0.00033;0.032;
ANN MED;0785-3890;3306;3.516;4.339;1.375;64;7.4;0.00815;1.492;
ANN MICROBIOL;1590-4261;574;0.689;0.648;0.120;125;4.5;0.00130;0.136;
ANN MO BOT GARD;0026-6493;2323;1.828;1.877;0.111;18;>10.0;0.00219;0.771;
