Abbreviated Journal Title;ISSN;{2009} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2009} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
AM J NEPHROL;0250-8095;2684;3.481;3.223;0.617;149;5.5;0.00839;0.946;
AM J NEURORADIOL;0195-6108;15962;3.296;3.363;0.452;347;7.2;0.04317;1.064;
AM J NURS;0002-936X;942;0.685;0.880;0.500;42;6.7;0.00230;0.245;
AM J OBSTET GYNECOL;0002-9378;32468;3.278;3.519;0.606;454;9.8;0.06525;1.116;
AM J ORTHOD DENTOFAC;0889-5406;7929;1.327;1.947;0.182;253;>10.0;0.00921;0.428;
AM J ORTHOPSYCHIAT;0002-9432;3273;2.211;2.959;0.293;41;>10.0;0.00630;1.023;
AM J OTOLARYNG;0196-0709;1513;1.016;1.123;0.153;85;8.5;0.00307;0.317;
AM J PATHOL;0002-9440;35130;5.673;6.039;0.834;471;8.3;0.08263;2.203;
AM J PERINAT;0735-1631;1428;1.126;1.080;0.183;120;9.5;0.00303;0.325;
AM J PHARM EDUC;0002-9459;851;1.067;1.006;0.128;117;4.8;0.00101;0.098;
AM J PHYS ANTHROPOL;0002-9483;7924;2.756;2.903;0.665;170;>10.0;0.01466;0.975;
AM J PHYS MED REHAB;0894-9115;3348;1.556;2.014;0.258;124;7.3;0.00728;0.558;
AM J PHYS;0002-9505;5332;0.779;0.943;0.186;161;>10.0;0.00716;0.400;
AM J PHYSIOL-CELL PH;0363-6143;16835;4.013;4.128;0.788;288;7.0;0.05361;1.500;
AM J PHYSIOL-ENDOC M;0193-1849;18615;4.395;4.395;0.859;311;7.3;0.05404;1.551;
AM J PHYSIOL-GASTR L;0193-1857;13541;3.258;3.576;0.597;288;7.4;0.03623;1.154;
AM J PHYSIOL-HEART C;0363-6135;28952;3.712;3.747;0.600;463;6.7;0.08767;1.229;
AM J PHYSIOL-LUNG C;1040-0605;12359;4.043;4.157;0.544;226;6.3;0.03987;1.372;
AM J PHYSIOL-REG I;0363-6119;18008;3.058;3.363;0.640;405;7.4;0.04840;1.086;
AM J PHYSIOL-RENAL;1931-857X;14292;3.731;3.916;0.682;340;6.3;0.04677;1.337;
AM J PREV MED;0749-3797;9457;4.235;5.006;1.815;232;5.5;0.03739;1.891;
AM J PRIMATOL;0275-2565;3037;1.565;2.012;0.518;114;9.6;0.00764;0.707;
AM J PSYCHIAT;0002-953X;42193;12.522;11.395;3.177;113;8.5;0.09715;3.986;
AM J PUBLIC HEALTH;0090-0036;23364;4.371;4.992;0.839;317;8.8;0.06008;2.045;
AM J REPROD IMMUNOL;1046-7408;2366;2.172;1.945;0.290;93;7.5;0.00462;0.468;
AM J RESP CELL MOL;1044-1549;9930;4.319;4.389;1.308;156;7.2;0.02837;1.561;
AM J RESP CRIT CARE;1073-449X;45203;10.689;9.881;2.296;267;7.7;0.11677;3.415;
AM J RHINOL ALLERGY;1945-8924;2002;2.252;2.071;0.165;121;4.6;0.00554;0.459;
AM J ROENTGENOL;0361-803X;26991;2.951;3.052;0.404;577;9.2;0.05125;0.864;
AM J SPORT MED;0363-5465;13031;3.605;4.142;0.492;297;8.6;0.02727;1.138;
AM J SURG PATHOL;0147-5185;14848;4.062;4.716;0.783;226;8.3;0.03204;1.406;
AM J TRANSPLANT;1600-6135;12638;6.433;6.231;1.031;354;3.8;0.06494;1.848;
AM J TROP MED HYG;0002-9637;15931;2.795;2.907;0.466;380;9.1;0.03283;0.852;
AM J VET RES;0002-9645;9866;1.528;1.574;0.251;191;>10.0;0.01015;0.394;
AM LAB;0044-7749;350;0.152;0.166;0.036;28;9.0;0.00054;0.049;
AM MALACOL BULL;0740-2783;291;0.551;0.575;0.200;15;>10.0;0.00053;0.188;
AM MIDL NAT;0003-0031;3284;0.665;0.930;0.088;68;>10.0;0.00296;0.345;
AM MUS NOVIT;0003-0082;2017;1.326;1.746;0.270;37;>10.0;0.00266;0.600;
AM NAT;0003-0147;23373;4.796;5.489;0.969;192;>10.0;0.04832;2.603;
AM SCI;0003-0996;1930;0.911;1.207;0.325;40;>10.0;0.00229;0.465;
AM STAT;0003-1305;2952;1.252;1.437;0.157;51;>10.0;0.00465;1.007;
AMAZONIANA;0065-6755;182;0.231;0.415;;0;>10.0;0.00007;0.086;
AMBIO;0044-7447;3324;2.486;2.602;0.776;58;8.0;0.00877;1.023;
AMBUL PEDIATR;1530-1567;876;1.600;1.735;;0;5.4;0.00444;0.726;
AMINO ACIDS;0939-4451;3036;3.877;3.191;0.682;170;3.4;0.00925;0.709;
AMPHIBIA-REPTILIA;0173-5373;885;0.949;1.042;0.217;60;7.9;0.00217;0.313;
AMYLOID;1350-6129;750;2.115;1.975;0.161;31;6.7;0.00212;0.641;
AMYOTROPH LATERAL SC;1748-2968;1130;2.963;2.347;0.471;87;5.4;0.00368;0.704;
AN ACAD BRAS CIENC;0001-3765;1119;1.074;1.257;0.189;74;8.6;0.00245;0.370;
AN PEDIATR;1695-4033;338;0.363;0.403;0.050;140;3.8;0.00113;0.075;
AN PSICOL-SPAIN;0212-9728;144;0.244;;0.425;40;5.6;0.00008;;
AN SIST SANIT NAVAR;1137-6627;176;0.307;;0.130;77;5.2;0.00039;;
ANADOLU KARDIYOL DER;1302-8723;232;0.378;;0.253;95;2.9;0.00064;;
ANAEROBE;1075-9964;812;1.633;1.802;0.235;51;5.9;0.00245;0.531;
ANAESTH INTENS CARE;0310-057X;1782;1.108;1.159;0.281;139;7.6;0.00439;0.338;
ANAL APPL;0219-5305;138;1.282;;0.286;21;3.7;0.00167;;
ANAL BIOANAL CHEM;1618-2642;12749;3.480;3.275;0.603;665;3.6;0.05647;0.888;
ANAL BIOCHEM;0003-2697;38554;3.287;3.338;0.702;436;>10.0;0.04526;1.010;
ANAL CHEM;0003-2700;82246;5.214;5.625;0.882;1239;7.7;0.17337;1.492;
ANAL CHIM ACTA;0003-2670;34035;3.757;3.521;0.659;710;6.2;0.08105;0.855;
ANAL LETT;0003-2719;3177;1.317;1.344;0.147;225;6.1;0.00620;0.264;
ANAL SCI;0910-6340;4694;1.526;1.560;0.240;196;6.1;0.01190;0.396;
ANALYST;0003-2654;11924;3.272;3.479;0.515;326;9.3;0.01877;0.931;
ANASTH INTENSIV NOTF;0939-2661;350;0.195;0.259;0.045;88;7.3;0.00048;0.046;
ANASTH INTENSIVMED;0170-5334;272;0.873;0.611;0.351;57;3.5;0.00055;0.090;
ANAT HISTOL EMBRYOL;1439-0264;601;0.616;0.719;0.099;81;6.9;0.00136;0.184;
ANAT REC;1932-8486;6814;1.490;1.987;0.464;192;>10.0;0.01002;0.704;
ANAT SCI INT;1447-6959;208;0.506;;0.026;39;4.8;0.00095;;
ANGEW CHEM INT EDIT;1433-7851;164626;11.829;11.848;2.695;1642;5.1;0.52703;3.299;
ANGIOLOGY;0003-3197;1918;1.097;1.024;0.304;102;9.5;0.00299;0.245;
ANGLE ORTHOD;0003-3219;3178;0.937;1.437;0.153;170;9.4;0.00656;0.409;
ANIM BEHAV;0003-3472;20272;2.890;3.438;0.609;361;>10.0;0.04019;1.224;
ANIM BIOL;1570-7555;224;1.069;1.054;0.484;31;3.7;0.00117;0.384;
ANIM BIOTECHNOL;1049-5398;343;0.814;1.491;0.107;28;5.9;0.00111;0.467;
ANIM CELLS SYST;1976-8354;18;0.415;0.415;0.018;57;;0.00002;0.025;
ANIM COGN;1435-9448;1412;3.325;3.708;0.727;88;4.8;0.00643;1.411;
ANIM CONSERV;1367-9430;1293;2.358;2.504;0.738;61;5.8;0.00506;0.958;
ANIM GENET;0268-9146;2757;2.605;2.779;0.471;140;6.6;0.00650;0.727;
ANIM REPROD SCI;0378-4320;4274;1.563;2.107;0.322;264;6.3;0.00984;0.506;
ANIM WELFARE;0962-7286;1040;1.209;1.364;0.155;58;6.7;0.00239;0.387;
ANIMAL;1751-7311;623;1.461;1.463;0.260;196;2.0;0.00326;0.410;
ANKARA UNIV VET FAK;1300-0861;148;0.171;;0.039;51;>10.0;0.00007;;
ANN ACAD MED SINGAP;0304-4602;1754;1.010;1.175;0.524;145;5.8;0.00479;0.320;
ANN AGR ENV MED;1232-1966;805;1.538;1.693;0.156;45;5.5;0.00208;0.374;
ANN ALLERG ASTHMA IM;1081-1206;5395;2.457;2.451;0.302;159;6.9;0.01302;0.657;
ANN ANAT;0940-9602;730;0.877;0.922;0.328;58;6.8;0.00181;0.261;
ANN APPL PROBAB;1050-5164;1759;1.130;1.648;0.500;16;8.2;0.01468;1.813;
ANN APPL STAT;1932-6157;245;2.571;2.582;0.180;50;2.1;0.00377;1.988;
ANN BIOL CLIN-PARIS;0003-3898;431;0.304;0.323;0.106;85;9.3;0.00060;0.068;
ANN BIOMED ENG;0090-6964;5339;2.409;3.156;0.268;220;5.9;0.01737;0.972;
ANN BOT FENN;0003-3847;722;0.692;0.784;0.089;79;9.4;0.00112;0.171;
ANN BOT-LONDON;0305-7364;11096;3.501;3.724;1.283;265;7.3;0.02828;1.205;
ANN CARDIOL ANGEIOL;0003-3928;187;0.212;0.246;0.015;65;6.4;0.00038;0.055;
ANN CARNEGIE MUS;0097-4463;351;0.553;1.000;0.000;13;>10.0;0.00048;0.328;
ANN CHIM-ROME;0003-4592;896;0.991;0.709;;0;>10.0;0.00131;0.170;
ANN CHIM-SCI MAT;0151-9107;448;0.250;0.432;0.000;27;9.4;0.00064;0.118;
ANN CLIN BIOCHEM;0004-5632;2191;1.917;1.738;0.591;88;8.4;0.00413;0.472;
ANN CLIN LAB SCI;0091-7370;953;1.106;1.212;0.203;59;7.9;0.00199;0.316;
ANN COMB;0218-0006;251;0.679;;0.100;30;6.9;0.00213;;
ANN DERMATOL VENER;0151-9638;1324;0.391;0.463;0.114;184;8.0;0.00171;0.086;
ANN DERMATOL;1013-9087;65;0.227;;0.019;104;;0.00012;;
ANN DIAGN PATHOL;1092-9134;829;1.128;;0.085;71;5.9;0.00231;;
ANN EMERG MED;0196-0644;8293;4.232;4.074;1.013;155;8.4;0.01949;1.332;
ANN ENDOCRINOL-PARIS;0003-4266;426;0.664;0.547;0.131;61;6.2;0.00084;0.111;
ANN ENTOMOL SOC AM;0013-8746;4124;0.939;1.257;0.220;127;>10.0;0.00584;0.434;
ANN EPIDEMIOL;1047-2797;4387;2.947;2.959;0.637;113;6.9;0.01479;1.203;
ANN FAM MED;1544-1709;1887;4.130;4.975;3.500;54;4.0;0.01214;1.851;
ANN HEMATOL;0939-5555;2799;2.919;2.460;0.722;133;5.6;0.00951;0.796;
ANN HEPATOL;1665-2681;381;1.674;;0.188;69;3.3;0.00149;;
ANN HUM BIOL;0301-4460;1460;1.064;1.207;0.492;61;>10.0;0.00210;0.360;
ANN HUM GENET;0003-4800;2410;2.145;2.675;0.582;67;7.3;0.00802;1.017;
ANN I H POINCARE-AN;0294-1449;1369;1.298;1.573;0.197;117;>10.0;0.00703;1.549;
ANN I H POINCARE-PR;0246-0203;594;0.699;0.892;0.143;14;9.0;0.00476;1.074;
ANN I STAT MATH;0020-3157;1091;0.610;0.677;0.152;46;>10.0;0.00265;0.579;
ANN INTERN MED;0003-4819;45184;16.225;16.552;4.098;174;9.0;0.12008;6.772;
ANN MAT PUR APPL;0373-3114;1189;0.901;;0.281;32;>10.0;0.00319;;
ANN MATH ARTIF INTEL;1012-2443;734;0.893;1.097;0.133;30;8.4;0.00184;0.452;
ANN MED VET;0003-4118;99;0.174;0.145;0.000;5;;0.00014;0.039;
ANN MED-PSYCHOL;0003-4487;363;0.153;0.191;0.050;120;>10.0;0.00031;0.027;
ANN MED;0785-3890;3260;4.246;4.632;0.651;63;6.6;0.01004;1.556;
ANN MICROBIOL;1590-4261;366;0.358;0.508;0.048;126;5.1;0.00088;0.106;
ANN MO BOT GARD;0026-6493;2564;1.422;1.873;0.273;33;>10.0;0.00293;0.893;
ANN NEUROL;0364-5134;29669;9.317;9.602;1.747;178;8.9;0.07425;3.585;
ANN NONINVAS ELECTRO;1082-720X;574;1.208;1.438;0.283;60;4.7;0.00230;0.429;
ANN NUCL MED;0914-7187;1016;0.917;1.024;0.145;117;5.3;0.00284;0.249;
ANN NUTR METAB;0250-6807;1443;1.970;2.023;0.377;69;5.8;0.00357;0.484;
ANN NY ACAD SCI;0077-8923;40422;2.670;2.578;0.376;1101;7.7;0.10463;0.865;
ANN OCCUP HYG;0003-4878;1942;1.914;1.883;0.263;76;8.1;0.00359;0.495;
ANN ONCOL;0923-7534;16964;5.647;5.376;1.529;331;4.6;0.06315;1.608;
ANN OPER RES;0254-5330;3474;0.961;1.565;0.126;119;10.0;0.00939;0.787;
ANN OTO RHINOL LARYN;0003-4894;6042;1.292;1.464;0.093;140;>10.0;0.00705;0.419;
ANN PATHOL;0242-6498;343;0.223;0.316;0.019;103;8.6;0.00040;0.059;
ANN PHARMACOTHER;1060-0280;5568;2.453;2.190;0.405;237;5.5;0.01727;0.610;
ANN PROBAB;0091-1798;3597;1.260;1.590;0.276;76;>10.0;0.01613;1.858;
ANN PURE APPL LOGIC;0168-0072;920;0.667;0.762;0.156;96;>10.0;0.00424;0.521;
ANN RHEUM DIS;0003-4967;20406;8.111;6.962;2.189;296;5.3;0.06787;2.120;
ANN SAUDI MED;0256-4947;514;0.550;0.505;0.092;76;7.7;0.00101;0.119;
ANN SCI;0003-3790;365;0.459;0.495;0.222;18;>10.0;0.00030;0.158;
ANN SOC ENTOMOL FR;0037-9271;870;0.600;0.774;0.056;18;>10.0;0.00107;0.270;
ANN STAT;0090-5364;11878;3.185;3.960;0.510;147;>10.0;0.03635;3.515;
ANN SURG ONCOL;1068-9265;9632;4.130;4.443;0.736;406;3.9;0.03641;1.301;
ANN TELECOMMUN;0003-4347;232;0.325;0.276;0.036;55;7.1;0.00062;0.094;
ANN THORAC SURG;0003-4975;26933;3.644;2.944;0.875;544;7.3;0.06852;0.921;
ANN TRANSPL;1425-9524;344;0.969;;0.156;45;5.7;0.00109;;
ANN TROP MED PARASIT;0003-4983;2803;1.368;1.590;0.182;88;>10.0;0.00436;0.461;
ANN TROP PAEDIATR;0272-4936;778;0.895;0.944;0.170;47;>10.0;0.00140;0.291;
ANN UROL;0003-4401;150;0.364;0.298;;0;8.1;0.00020;0.060;
ANN VASC SURG;0890-5096;2594;1.169;1.597;0.182;176;7.0;0.00727;0.507;
ANN ZOOL FENN;0003-455X;1350;0.772;1.464;0.526;38;>10.0;0.00304;0.505;
ANN ZOOL;0003-4541;310;0.542;0.469;0.037;54;6.8;0.00106;0.175;
ANNU REP MED CHEM;0065-7743;461;1.526;1.404;0.107;28;6.9;0.00101;0.345;
ANNU REP NMR SPECTRO;0066-4103;434;2.556;;;;9.2;0.00105;;
ANNU REV BIOCHEM;0066-4154;17607;29.875;33.510;4.257;35;10.0;0.06227;19.302;
ANNU REV BIOMED ENG;1523-9829;2441;11.235;14.096;0.667;12;6.2;0.00852;4.930;
ANNU REV BIOPH BIOM;1056-8700;4585;18.955;18.367;;0;9.4;0.01741;10.588;
ANNU REV BIOPHYS;1936-122X;490;19.304;19.304;2.263;19;1.5;0.00577;12.057;
ANNU REV CELL DEV BI;1081-0706;8328;19.571;25.533;0.704;27;7.0;0.04372;15.561;
ANNU REV CLIN PSYCHO;1548-5943;837;9.613;11.250;1.200;20;3.8;0.00712;4.753;
ANNU REV ECOL EVOL S;1543-592X;12154;8.190;16.540;0.182;33;>10.0;0.02342;8.212;
ANNU REV ENTOMOL;0066-4170;6939;11.271;12.821;3.625;24;>10.0;0.01185;4.866;
ANNU REV ENV RESOUR;1543-5938;659;3.657;6.573;0.278;18;4.6;0.00484;3.103;
ANNU REV GENET;0066-4197;5437;13.235;19.190;0.417;24;7.5;0.03056;12.137;
ANNU REV GENOM HUM G;1527-8204;1718;11.568;11.844;0.826;23;4.8;0.01148;6.131;
ANNU REV IMMUNOL;0732-0582;15517;37.902;41.485;14.792;24;7.6;0.05960;21.370;
ANNU REV INFORM SCI;0066-4200;563;2.929;3.030;1.200;10;6.9;0.00151;1.080;
ANNU REV MATER RES;1531-7331;4173;7.911;11.121;0.632;19;9.1;0.00931;4.918;
ANNU REV MED;0066-4219;4257;9.940;10.609;2.556;36;7.3;0.01388;4.144;
ANNU REV MICROBIOL;0066-4227;7144;12.804;15.672;1.034;29;9.3;0.01960;7.720;
ANNU REV NEUROSCI;0147-006X;10990;24.822;32.618;2.667;18;8.5;0.04416;19.291;
ANNU REV NUTR;0199-9885;4100;8.783;11.538;0.588;17;8.5;0.01018;4.181;
ANNU REV PATHOL-MECH;1553-4006;962;13.500;15.825;2.682;22;2.3;0.00873;7.358;
ANNU REV PHARMACOL;0362-1642;6749;22.468;21.483;7.053;19;8.0;0.01853;7.676;
ANNU REV PHYS CHEM;0066-426X;5981;17.464;15.231;3.000;24;9.4;0.01626;6.676;
ANNU REV PHYSIOL;0066-4278;6980;18.170;17.000;3.125;24;8.5;0.02212;8.050;
ANNU REV PHYTOPATHOL;0066-4286;4454;11.212;14.229;1.111;18;>10.0;0.01074;5.377;
ANNU REV PLANT BIOL;1543-5008;10740;23.460;26.456;4.478;23;>10.0;0.02857;10.984;
ANNU REV PSYCHOL;0066-4308;8192;22.750;21.025;4.321;28;8.2;0.02555;10.147;
ANNU REV PUBL HEALTH;0163-7525;2828;7.915;9.974;1.429;21;7.6;0.01061;4.356;
ANTARCT SCI;0954-1020;1549;1.496;1.928;0.246;61;8.6;0.00423;0.701;
ANTHROPOL SCI;0918-7960;237;0.978;1.039;0.200;20;5.5;0.00132;0.497;
ANTHROZOOS;0892-7936;398;1.380;1.195;0.200;25;9.1;0.00093;0.378;
ANTI-CANCER DRUG;0959-4973;3044;2.230;2.183;0.303;122;5.8;0.00848;0.579;
ANTICANCER RES;0250-7005;11382;1.428;1.449;0.161;741;7.0;0.02386;0.363;
ANTIMICROB AGENTS CH;0066-4804;41312;4.802;4.819;0.961;824;6.7;0.10141;1.312;
ANTIOXID REDOX SIGN;1523-0864;6649;7.581;6.853;1.757;185;3.6;0.03286;2.122;
ANTIVIR RES;0166-3542;3732;3.612;3.598;0.904;135;5.3;0.01066;0.967;
ANTIVIR THER;1359-6535;2956;4.322;3.745;0.909;132;3.4;0.01636;1.252;
ANTON LEEUW INT J G;0003-6072;3475;1.983;2.229;0.396;96;9.2;0.00558;0.668;
ANZIAM J;1446-1811;141;0.286;0.468;0.227;22;5.3;0.00091;0.233;
APHASIOLOGY;0268-7038;1103;0.831;1.095;0.268;82;7.7;0.00128;0.187;
APIDOLOGIE;0044-8435;1817;1.493;2.194;1.169;59;8.0;0.00404;0.617;
APMIS;0903-4641;2738;1.745;1.754;0.223;112;6.8;0.00660;0.515;
APOPTOSIS;1360-8185;3862;4.066;3.802;0.960;124;3.7;0.01813;1.207;
APPETITE;0195-6663;3891;2.582;2.966;0.417;199;6.7;0.00894;0.771;
APPL ALGEBR ENG COMM;0938-1279;336;0.525;0.763;0.050;20;8.6;0.00133;0.461;
APPL ANAL;0003-6811;959;0.613;;0.055;109;>10.0;0.00375;;
APPL ANIM BEHAV SCI;0168-1591;5169;1.831;2.093;0.381;176;8.6;0.00841;0.480;
APPL ARTIF INTELL;0883-9514;621;0.580;0.965;0.111;45;8.7;0.00092;0.221;
APPL BIOCHEM BIOTECH;0273-2289;3976;1.420;1.654;0.252;278;7.7;0.00755;0.409;
APPL BIOCHEM MICRO+;0003-6838;814;0.670;0.824;0.029;105;5.9;0.00205;0.194;
APPL CATAL A-GEN;0926-860X;23373;3.564;3.912;0.549;576;6.3;0.05669;0.999;
APPL CATAL B-ENVIRON;0926-3373;15299;5.252;5.913;0.670;454;5.3;0.04124;1.400;
APPL COMPUT ELECTROM;1054-4887;106;0.188;0.185;0.053;57;6.8;0.00034;0.080;
APPL COMPUT HARMON A;1063-5203;1243;1.854;2.470;0.744;39;7.3;0.00773;1.858;
APPL COMPUT MATH-BAK;1683-3511;43;0.633;;0.190;21;;0.00008;;
APPL ENERG;0306-2619;2243;2.209;2.193;0.903;341;5.0;0.00546;0.562;
APPL ENTOMOL ZOOL;0003-6862;1299;0.616;0.819;0.228;79;9.6;0.00228;0.249;
APPL ENVIRON MICROB;0099-2240;74103;3.686;4.516;0.589;1021;8.7;0.14873;1.347;
APPL IMMUNOHISTO M M;1062-3345;1081;1.709;1.733;0.372;86;4.9;0.00424;0.562;
APPL INTELL;0924-669X;534;0.988;1.055;0.195;41;7.1;0.00089;0.215;
APPL MAGN RESON;0937-9347;825;0.819;0.923;0.157;70;5.9;0.00294;0.319;
APPL MATH COMPUT;0096-3003;9741;1.124;1.236;0.214;812;4.1;0.04288;0.361;
APPL MATH LETT;0893-9659;2439;0.978;1.097;0.194;371;5.8;0.01145;0.505;
APPL MATH MECH-ENGL;0253-4827;760;0.393;0.329;0.025;158;7.9;0.00213;0.113;
APPL MATH MODEL;0307-904X;1928;1.375;1.379;0.352;355;5.4;0.00652;0.486;
APPL MATH OPT;0095-4616;901;0.757;1.025;0.156;32;>10.0;0.00285;0.850;
APPL MATH-CZECH;0862-7940;203;0.410;;0.185;27;6.1;0.00168;;
APPL MICROBIOL BIOT;0175-7598;16343;2.896;3.264;0.559;429;6.6;0.04069;0.864;
APPL NEUROPSYCHOL;0908-4282;452;0.477;1.027;0.194;36;6.9;0.00096;0.311;
APPL NUMER MATH;0168-9274;1928;1.279;1.372;0.153;196;7.4;0.00867;0.764;
APPL NURS RES;0897-1897;573;0.871;1.327;0.054;37;7.6;0.00123;0.371;
APPL ORGANOMET CHEM;0268-2605;2699;1.567;1.517;0.385;78;6.8;0.00526;0.341;
APPL PHYS A-MATER;0947-8396;10244;1.595;1.813;0.363;576;6.1;0.03504;0.631;
APPL PHYSIOL NUTR ME;1715-5312;747;1.968;1.934;0.164;122;2.5;0.00455;0.582;
APPL RADIAT ISOTOPES;0969-8043;3795;1.094;1.101;0.198;496;7.3;0.01057;0.362;
APPL SOFT COMPUT;1568-4946;1079;2.415;2.468;0.408;142;2.5;0.00373;0.497;
APPL SPECTROSC REV;0570-4928;599;3.243;3.930;0.583;12;4.9;0.00186;1.041;
APPL SPECTROSC;0003-7028;6126;1.564;1.660;0.390;195;9.6;0.00978;0.455;
APPL STOCH MODEL BUS;1524-1904;318;0.529;0.754;0.130;46;7.2;0.00144;0.405;
APPL SURF SCI;0169-4332;21294;1.616;1.679;0.288;1492;5.0;0.07585;0.503;
APPL VEG SCI;1402-2001;690;1.349;1.877;0.273;44;5.5;0.00223;0.549;
AQUAT BOT;0304-3770;3553;1.697;1.975;0.330;103;>10.0;0.00481;0.517;
AQUAT CONSERV;1052-7613;1328;1.476;2.003;0.284;81;6.1;0.00422;0.644;
AQUAT ECOL;1386-2588;836;1.549;1.481;0.301;103;6.4;0.00235;0.464;
AQUAT ECOSYST HEALTH;1463-4988;381;0.636;;0.080;50;7.1;0.00077;;
AQUAT INSECT;0165-0424;238;0.311;0.340;0.023;87;>10.0;0.00030;0.097;
AQUAT MICROB ECOL;0948-3055;3431;1.743;2.555;0.657;108;7.0;0.00968;0.884;
AQUAT SCI;1015-1621;1250;2.045;2.711;0.442;43;6.3;0.00375;0.853;
AQUAT TOXICOL;0166-445X;6643;3.124;3.835;0.422;180;5.8;0.01741;0.944;
ARAB GULF J SCI RES;1015-4442;42;0.038;;0.000;11;;0.00002;;
ARAB J SCI ENG;1319-8025;162;0.106;0.166;0.000;96;7.4;0.00054;0.075;
ARCH BIOCHEM BIOPHYS;0003-9861;20782;3.046;2.827;0.537;257;>10.0;0.03460;0.976;
ARCH BIOL SCI;0354-4664;114;0.238;;0.036;110;3.7;0.00023;;
ARCH BRONCONEUMOL;0300-2896;1102;2.166;1.556;0.286;98;3.8;0.00168;0.164;
ARCH CARDIOVASC DIS;1875-2136;93;0.663;0.663;0.355;76;;0.00043;0.213;
ARCH CIV MECH ENG;1644-9665;60;0.515;;0.029;34;;0.00049;;
ARCH CLIN NEUROPSYCH;0887-6177;2101;2.497;2.957;0.400;55;5.7;0.00635;0.816;
ARCH COMPUT METHOD E;1134-3060;263;1.640;1.700;0.083;12;8.0;0.00115;1.106;
ARCH DERMATOL RES;0340-3696;2304;1.844;1.799;0.589;90;>10.0;0.00416;0.507;
ARCH DERMATOL;0003-987X;11875;4.760;3.803;0.750;152;>10.0;0.01885;1.090;
ARCH DIS CHILD-FETAL;1359-2998;3322;2.493;3.635;0.969;64;6.3;0.01093;1.259;
ARCH DIS CHILD;0003-9888;11834;2.657;2.620;0.700;200;>10.0;0.02281;0.845;
ARCH DIS CHILDHOOD-E;1743-0585;56;0.765;;0.182;22;;0.00030;;
ARCH ENVIRON CON TOX;0090-4341;5138;1.743;2.120;0.374;174;9.0;0.00864;0.565;
ARCH ENVIRON OCCUP H;1933-8244;2070;1.383;1.170;0.147;34;>10.0;0.00153;0.348;
ARCH ENVIRON PROT;0324-8461;72;0.284;;0.041;49;;0.00009;;
ARCH GEN PSYCHIAT;0003-990X;33963;12.257;16.433;1.352;125;>10.0;0.08054;6.354;
ARCH GERONTOL GERIAT;0167-4943;1366;1.360;1.572;0.274;197;5.6;0.00365;0.395;
ARCH GYNECOL OBSTET;0932-0067;1551;0.912;;0.142;388;5.2;0.00431;;
ARCH HIST EXACT SCI;0003-9519;357;0.667;0.654;0.048;21;>10.0;0.00074;0.454;
ARCH HISTOL CYTOL;0914-9465;959;0.875;1.613;0.000;12;>10.0;0.00192;0.549;
ARCH IMMUNOL THER EX;0004-069X;822;1.989;1.672;0.157;51;5.9;0.00276;0.543;
ARCH INSECT BIOCHEM;0739-4462;1604;1.381;1.661;0.259;54;9.1;0.00307;0.521;
ARCH INTERN MED;0003-9926;35977;9.813;9.828;2.650;203;7.4;0.11344;3.852;
ARCH IRAN MED;1029-2977;352;0.874;;0.380;92;2.9;0.00111;;
ARCH ITAL BIOL;0003-9829;461;0.972;0.866;0.077;13;>10.0;0.00062;0.249;
ARCH LATINOAM NUTR;0004-0622;497;0.481;0.551;0.022;46;8.7;0.00046;0.080;
ARCH LEBENSMITTELHYG;0003-925X;229;0.338;0.365;0.069;29;>10.0;0.00033;0.094;
ARCH MAL COEUR VAISS;0003-9683;795;0.398;0.340;;0;9.4;0.00135;0.081;
ARCH MAL PROF ENVIRO;1775-8785;133;0.177;;0.018;56;7.6;0.00008;;
ARCH MED RES;0188-4409;2088;1.884;1.995;0.107;75;4.9;0.00626;0.507;
ARCH MED SCI;1734-1922;222;1.012;;0.080;125;2.2;0.00054;;
ARCH MED VET;0301-732X;134;0.240;0.284;0.027;37;8.5;0.00015;0.048;
ARCH MICROBIOL;0302-8933;6142;1.927;2.014;0.320;100;>10.0;0.00838;0.717;
ARCH NEUROL-CHICAGO;0003-9942;20691;6.312;6.089;1.230;187;8.9;0.04955;2.190;
ARCH ORAL BIOL;0003-9969;4452;1.649;1.789;0.392;171;>10.0;0.00733;0.480;
ARCH ORTHOP TRAUM SU;0936-8051;2800;1.117;1.300;0.152;257;8.1;0.00660;0.399;
ARCH OTOLARYNGOL;0886-4470;8470;1.918;2.222;0.204;181;>10.0;0.01314;0.688;
ARCH PATHOL LAB MED;0003-9985;8253;2.558;2.303;0.371;221;9.2;0.01729;0.726;
ARCH PEDIAT ADOL MED;1072-4710;7883;4.726;4.902;0.838;136;6.5;0.02835;1.938;
ARCH PEDIATRIE;0929-693X;1281;0.406;0.392;0.060;365;5.7;0.00262;0.076;
ARCH PHARM RES;0253-6269;2408;1.159;1.282;0.217;221;5.1;0.00656;0.287;
ARCH PHARM;0365-6233;1869;1.785;1.688;0.149;74;9.4;0.00292;0.367;
ARCH PHYS MED REHAB;0003-9993;14352;2.184;2.761;0.376;271;8.7;0.02677;0.781;
ARCH PSYCHIAT NURS;0883-9417;574;0.897;1.054;0.071;42;8.5;0.00092;0.264;
