EMPLOYEE_ID	DESCRIPTION
1002643	epidemiology of systemic lupus erythematosus, pregnancy and rheumatic diseases, osteoporosis, steroid-induced osteoporosis, clinical drug trials in lupus
1002644	gender and arrhytmias, dynamics of fibrillation
1002699	I. The Sonic hedgehog signal in vertebrates is mediated by three C2H2 zinc finger transcription factors, GLI1, GLI2 and GLI3. Near identity of gene sequence exists between mouse and human GLI1.  We have shown that GLI1 functions as a transcription factor and that a critical domain in the COOH end of the protein is a transactivator with VP16-like structure. We established that GLI1 protein regulates a set of genes that coordinately control proliferation and may in part explain malignant transformation by mis-expression of GLI1. Post-transcriptional regulation of protein levels of GLI1 occur via the 3UTR of the human gene and this is an active area of research in the lab.                    II. The use of genetic mosaics in developmental analysis has been important for over 80 years.  Recently however, it has been possible to use mammalian mosaics and to perform analysis in situ allowing identification of cell lineage in visceral organs.  I used this system to establish that chemical induced tumors and preneoplastic lesions are clonal. The patterns observed in tissues of these animals derive from the allocation of stem cells during development and are the result of the primary forces : cell death, cell movement, and cell division.  We have shown that the patterns are conserved and regulated within the various tissues of the animals examined.  By using a combination of geometric analysis and computer simulation we have shown that the patterns are fractal, likely arise from iterating simple division rules, and do not require cell movement for complex highly variegated patterns to form. One of the prototypical patterns is evident in the cornea where epithelial cells are assorted in a whorled or pinwheel distribution.  We are using a variety of models; rat chimeras, mouse transgenics, live whole animal second harmonic imaging and explant culture to try and understand how this distribution occurs.
1002702	Adrenal tumors, Endocrine tumors, Hyperparathyroidism, Islet cell tumors of pancreas, Laparoscopic adrenal surgery, Minimally invasive parathyroid surgery, Parathyroid tumors, Pheocromocytoma, Thyroid cancer, Thyroid tumors
1002719	Clinical research in methods of testing for diabetic peripheral neuropathy
1002721	Education Processes, Teaching Learning, Gender issues in Health care
1002791	My primary research relates to the signaling pathways involved in hormone action on osteoblasts and osteoclasts, and its implications for osteoporosis, cancer metastases to bone and women's health.  More details are available on the Web page, http://www.feinberg.northwestern.edu/igp/facindex/SternP.html.
1002793	General practice of Adult Psychiatry, with concentration on Mood and Anxiety Disorders. I also have a particular interest in Alzheimers and other dementias.
1002798	Clinical interests include taking care of premature babies and other ill neanates in the Intensive Care Nursery, and in the process training medical students and other hospitalists. Of special interest is mastering procedures needed in the care of neonates.  A final priority is to continue to develop and execute a comprehensive approach to economically disadvantaged community youth
1002799	Comprehensive care of adults
1002801	I am a general child neurologist with particular interest in neurology of the newborn, and currently pursuing projects regarding treatment of hypoxic ischemic injury and stroke in the newborn.  I have research experience in the psychophysics of vision.
1002912	Bioreductive drugs, hypoxia, adjuvant therapy, radiosensitization, metalloproteinase-inhibitors, imaging for hypoxia, 19F-MRS, spermidine-derivatives,drug activation.
1002958	Cardiovascular healthcare quality, outcomes reserach, Hypertrophic cardiomyopathy, Valve disease, heart failure
1002979	Children in technology, POSTTRAUMATIC STRESS DISORDERINTERACTIVE DIGITAL TECHNOLOGY, CHILD DEVELOPMENT, FAMILY LIFE, VIDEO GAMES, INTERNET, CELL PHONES, COMPUTER
