EMPLOYEE_ID	DESCRIPTION
1003414	The body of work explores early detection of melanoma by skin self-examination (SSE) by those at risk to develop a melanoma. A research focus is the role of the dyadic relationship in performance of SSE. This research evolved from qualitative research in focus group testing of rulers and magnifying glasses to assist with SSE to a randomized trial of the educational and skills training intervention with qualitative measures by self-reported surveys and diaries.<br/>In order to improve the early detection of melanoma by physicians providing care, Dr. Robinson's research seeks to move beyond the usual didactic lectures with skin simulation models. The current model with multiple pigmented lesions affords medical students and primary care resident trainees the opportunity to learn the skills needed for early detection of melanoma. Simulation training modules build self?confidence as the students and trainees master the skills of early detection of melanoma, counseling the patient, and performing a skin biopsy of a clinically suspicious pigmented lesion. The skin simulation interactive learning will enhance the reliability of healthcare provided by primary care physicians via opportunistic screening.<br/>Dr. Robinson's research interest over the last decade has also included prevention of skin cancer by harm reduction messages and educational interventions with teens and young adults with a particular focus on reducing indoor tanning and sun protection.
1003426	Neisseria gonorrhoeae, gonorrhea, pilus, antigenic variation, DNA transformation, DNA replication, DNA repair, antioxidant functions, neutrophil interactions. epithelium interactions
1003444	The laboratory is interested in understanding the mechanisms underlying the pathogenesis and immunoregulation of T cell-mediated autoimmune diseases and rejection of tissue and organ transplants.  In particular, we are studying the therapeutic use of specific immune tolerance for the treatment of animal models of multiple sclerosis and type 1 diabetes, as well as using tolerance for specific prevention of rejection of allogeneic and xenogeneic tissue and organ transplants.
1003466	Clinical trials/ Women's health iniative. 
1003502	Expertise in care of children with a variety of cancers, especially pediatric leukemia, palliative care and hemophagocytic syndrome<br/>Expertise in palliative care and pain management<br/>Expertise in clinical bioethics
1003627	Research Interests: Treatment Outcome, Serious Mental Illness<br/>Clinical Interests: Depression, Anxiety, Relationship Issues
1003628	Sinus problems, trans nasal resection of skull base tumors, snoring and sleep apnea, Taste and smell disorders
1003634	Diabetes in pregnancy, High risk pregnancies
1003653	Signal transduction, proteomics, systems biology, neurodegenerative disease, vascular disease
1003694	Dr. Young's research focuses on the sympathetic nervous system and the adrenal medulla. His laboratory is investigating the impact of environmental exposures during fetal and neonatal life on sympathoadrenal development. The hypothesis being tested is that development events 'program' how the sympathoadrenal system functions throughout life. Recently, the laboratory has begun to explore the role of estrogens in both male and female animals in this programming process. The implications of such changes during early development on the phenotypic expression of obesity and hypertension in adults are also under examination.
1003731	Breast cancer surgery
1003772	SOFT TISSUE AND BONE PATHOLOGY
1003787	Breast cancer, General oncology
1003800	Dr. Chang is a rheumatologist with more than 20 years of clinical experience.  His major clinical interest is in rehabilitative rheumatology, and he is regarded as an expert in this field.  He is the Director of the Rehabilitation Institute of Chicago Arthritis Center and Immediate Past Chair of the Rehabilitation Section of the American College of Rheumatology.  He is co-author of the rehabilitation chapter in Koopman's and Moreland's textbook, Arthritis and Allied Conditions, one of the major international rheumatology textbooks. <br/>Dr. Chang has been the Director of the Northwestern University Master of Public Health Program since its reorganization in 1996.   During this time he has led the program to achieve pre-accreditation by the Council on Education for Public Health in 2000 and full accreditation from CEPH in 2003.  The program focuses on public health education for medical students and health professionals and trains its students to become effective boundary-spanners between the fields of medicine and public health, an appropriate description of Dr. Chang's professional career.  In September, 2005, Dr. Chang was appointed Acting Chair of the Department of Preventive Medicine.  <br/>Dr. Chang is noted for his clinical epidemiologic/health services research focused on the outcomes of rehabilitation and orthopaedic surgical treatments for persons with arthritis and the determinants of functional limitation in clinical and community populations with arthritis.  Much of his community population work has been done in collaboration with Dorothy Dunlop, PhD and Larry Manheim, PhD.  He also has experience performing decision analysis and cost-effective analysis in collaboration with Dr. Manheim and Gordon Hazen, PhD.  With several research and clinical colleagues, Dr. Chang is currently developing and testing a physical activity promotion program for patients with arthritis.  Dr. Chang's public health oriented research, reflective of his formal public health training and interests, has also led to his prominence in the arthritis public health community both at the state and national level.  As a volunteer for the Arthritis Foundation as well as a representative of the Northwestern University Multidisciplinary Clinical Research Center in Rheumatology and the Rehabilitation Institute of Chicago's Arthritis Center, Dr. Chang is a major contributor to the new state-based arthritis prevention program based in the Illinois Department of Public Health.  He is an active volunteer for the Arthritis Foundation, where he is a Co-Chair of the National Office's Public Health Council and the immediate past Chair of the Foundation's Greater Chicago Chapter.
